cruise,event_code,date,latitude,longitude,swell_ft,count_best,obs_quality,datetime_utc
CalCOFI0808NH,SE,2008-08-29,35.0155,-120.87717,,3.0,G,2008-08-29
CalCOFI0808NH,SE,2008-08-29,35.04167,-120.83683,,2.0,G,2008-08-29
CalCOFI0810NH,SE,2008-10-21,33.49133,-119.31133,,2.0,E,2008-10-21
CalCOFI0810NH,SE,2008-10-21,33.485,-119.3815,,1.0,E,2008-10-21
CalCOFI0810NH,SE,2008-10-21,33.2745,-119.7755,,1.0,E,2008-10-21
CalCOFI0810NH,SE,2008-10-21,33.27267,-119.77867,,1.0,E,2008-10-21
CalCOFI0810NH,SE,2008-10-23,32.16233,-123.66633,,1.0,G,2008-10-23
CalCOFI0810NH,SE,2008-10-24,33.1205,-121.69917,,2.0,G,2008-10-24
CalCOFI0810NH,SE,2008-10-29,34.5285,-120.71367,,2.0,UX,2008-10-29
CalCOFI0810NH,SE,2008-10-30,32.6495,-118.1075,,2.0,F,2008-10-30
CalCOFI0901NH,SE,2009-01-13,33.07733,-118.63967,,12.0,G,2009-01-13
CalCOFI0901NH,SE,2009-01-13,33.18083,-118.39667,,3.0,G,2009-01-13
CalCOFI0901NH,SE,2009-01-16,32.49583,-121.31233,,1.0,E,2009-01-16
CalCOFI0901NH,SE,2009-01-18,33.904,-119.8315,,3.0,E,2009-01-18
CalCOFI0901NH,SE,2009-01-18,33.906,-119.8145,,9.0,E,2009-01-18
CalCOFI0903JD,SE,2009-03-08,32.77866667,-117.311,2.0,1.0,G,2009-03-08
CalCOFI0903JD,SE,2009-03-08,32.79933333,-117.3151667,2.0,1.0,G,2009-03-08
CalCOFI0903JD,SE,2009-03-08,32.615,-118.0103333,1.0,1.0,E,2009-03-08
CalCOFI0903JD,SE,2009-03-08,32.60233333,-118.0335,1.0,1.0,E,2009-03-08
CalCOFI0903JD,SE,2009-03-11,30.98133333,-122.8783333,4.0,1.0,F,2009-03-11
CalCOFI0903JD,SE,2009-03-13,33.0475,-118.6796667,1.0,2.0,G,2009-03-13
CalCOFI0903JD,SE,2009-03-13,33.05416667,-118.6658333,1.0,1.0,G,2009-03-13
CalCOFI0903JD,SE,2009-03-13,33.12166667,-118.5261667,1.0,1.0,G,2009-03-13
CalCOFI0903JD,SE,2009-03-14,33.53766667,-118.4366667,1.0,1.0,G,2009-03-14
CalCOFI0903JD,SE,2009-03-14,33.72433333,-118.5093333,2.0,2.0,G,2009-03-14
CalCOFI0903JD,SE,2009-03-14,33.94633333,-118.7681667,2.0,1.0,G,2009-03-14
CalCOFI0903JD,SE,2009-03-14,33.93783333,-118.7663333,2.0,1.0,G,2009-03-14
CalCOFI0903JD,SE,2009-03-14,33.91266667,-118.7373333,2.0,2.0,G,2009-03-14
CalCOFI0903JD,SE,2009-03-15,33.853,-118.6663333,2.0,1.0,G,2009-03-15
CalCOFI0907M2,SE,2009-07-16,32.41143799,-118.3950348,,2.0,G,2009-07-16
CalCOFI0907M2,SE,2009-07-16,32.40185547,-118.4197083,,1.0,G,2009-07-16
CalCOFI0907M2,SE,2009-07-16,32.39518738,-118.4363937,,1.0,G,2009-07-16
CalCOFI0907M2,SE,2009-07-16,32.3934,-118.4408,,1.0,G,2009-07-16
CalCOFI0907M2,SE,2009-07-16,32.00190353,-119.2667999,,1.0,G,2009-07-16
CalCOFI0907M2,SE,2009-07-16,31.99524307,-119.2809906,,1.0,G,2009-07-16
CalCOFI0907M2,SE,2009-07-16,31.98416328,-119.3042297,,1.0,G,2009-07-16
CalCOFI0907M2,SE,2009-07-16,31.98277092,-119.3071594,,1.0,G,2009-07-16
CalCOFI0907M2,SE,2009-07-16,31.9734211,-119.3262558,,1.0,G,2009-07-16
CalCOFI0907M2,SE,2009-07-16,31.96450233,-119.3439255,,1.0,G,2009-07-16
CalCOFI0907M2,SE,2009-07-16,31.94669914,-119.377037,,1.0,G,2009-07-16
CalCOFI0907M2,SE,2009-07-16,31.93431854,-119.3991013,,1.0,G,2009-07-16
CalCOFI0907M2,SE,2009-07-16,31.93431854,-119.3991013,,2.0,G,2009-07-16
CalCOFI0907M2,SE,2009-07-16,31.92862511,-119.4103012,,1.0,G,2009-07-16
CalCOFI0907M2,SE,2009-07-16,31.91981125,-119.4274445,,2.0,G,2009-07-16
CalCOFI0907M2,SE,2009-07-16,31.91836357,-119.4302597,,2.0,G,2009-07-16
CalCOFI0907M2,SE,2009-07-16,31.90944481,-119.4470062,,1.0,G,2009-07-16
CalCOFI0907M2,SE,2009-07-16,31.90058136,-119.4638977,,1.0,G,2009-07-16
CalCOFI0907M2,SE,2009-07-16,31.82732391,-119.612175,,2.0,G,2009-07-16
CalCOFI0907M2,SE,2009-07-16,31.81999588,-119.6264648,,1.0,G,2009-07-16
CalCOFI0907M2,SE,2009-07-16,31.74832726,-119.7667999,,1.0,G,2009-07-16
CalCOFI0907M2,SE,2009-07-19,31.98350906,-120.8667297,,1.0,F,2009-07-19
CalCOFI0907M2,SE,2009-07-19,31.98879814,-120.8549805,,1.0,F,2009-07-19
CalCOFI0907M2,SE,2009-07-19,32.04159927,-120.7307968,,1.0,F,2009-07-19
CalCOFI0907M2,SE,2009-07-20,32.28411484,-120.2349319,,1.0,F,2009-07-20
CalCOFI0907M2,SE,2009-07-20,32.35074997,-120.0931015,,2.0,F,2009-07-20
CalCOFI0907M2,SE,2009-07-20,32.35334015,-120.0876312,,1.0,F,2009-07-20
CalCOFI0907M2,SE,2009-07-20,32.36307144,-120.0679855,,1.0,F,2009-07-20
CalCOFI0907M2,SE,2009-07-20,32.36579895,-120.0624313,,2.0,F,2009-07-20
CalCOFI0907M2,SE,2009-07-20,32.36986923,-120.0541153,,1.0,F,2009-07-20
CalCOFI0907M2,SE,2009-07-22,33.45492172,-119.8561554,,1.0,F,2009-07-22
CalCOFI0907M2,SE,2009-07-23,33.41399384,-120.1949844,,1.0,UX,2009-07-23
CalCOFI0907M2,SE,2009-07-23,33.30982971,-120.1189804,,1.0,UX,2009-07-23
CalCOFI0907M2,SE,2009-07-23,33.28020096,-120.096405,,1.0,UX,2009-07-23
CalCOFI0907M2,SE,2009-07-23,33.25797272,-120.0799484,,1.0,UX,2009-07-23
CalCOFI0907M2,SE,2009-07-23,32.66197205,-121.1002121,,1.0,UX,2009-07-23
CalCOFI0907M2,SE,2009-07-23,32.61764908,-121.1815948,,1.0,UX,2009-07-23
CalCOFI0907M2,SE,2009-07-23,32.55822372,-121.2911606,,1.0,UX,2009-07-23
CalCOFI0907M2,SE,2009-07-23,32.48165512,-121.4293442,,1.0,UX,2009-07-23
CalCOFI0907M2,SE,2009-07-23,32.40910721,-121.5602722,,1.0,UX,2009-07-23
CalCOFI0907M2,SE,2009-07-25,32.69036102,-122.6116562,,1.0,P,2009-07-25
CalCOFI0907M2,SE,2009-07-27,34.12631607,-121.2687149,,1.0,P,2009-07-27
CalCOFI0907M2,SE,2009-07-27,33.99354172,-121.4974442,,1.0,P,2009-07-27
CalCOFI0907M2,SE,2009-07-27,33.98629379,-121.5099411,,1.0,P,2009-07-27
CalCOFI0907M2,SE,2009-07-27,33.98322296,-121.5155106,,1.0,P,2009-07-27
CalCOFI0907M2,SE,2009-07-27,33.97632599,-121.5287247,,1.0,P,2009-07-27
CalCOFI0907M2,SE,2009-07-27,33.9735527,-121.5340042,,1.0,P,2009-07-27
CalCOFI0907M2,SE,2009-07-28,33.96669388,-121.5471649,,1.0,P,2009-07-28
CalCOFI0907M2,SE,2009-07-29,33.79883575,-123.4792633,,1.0,F,2009-07-29
CalCOFI0907M2,SE,2009-07-29,33.92031479,-123.231575,,2.0,F,2009-07-29
CalCOFI0907M2,SE,2009-07-29,33.92821884,-123.2137375,,2.0,F,2009-07-29
CalCOFI0907M2,SE,2009-07-29,33.92930603,-123.2112274,,1.0,F,2009-07-29
CalCOFI0907M2,SE,2009-07-29,33.93341446,-123.2020798,,1.0,F,2009-07-29
CalCOFI0907M2,SE,2009-07-29,33.93976593,-123.187645,,1.0,F,2009-07-29
CalCOFI0907M2,SE,2009-07-29,33.94607162,-123.1732101,,1.0,F,2009-07-29
CalCOFI0907M2,SE,2009-07-29,33.9472847,-123.1706696,,3.0,F,2009-07-29
CalCOFI0907M2,SE,2009-07-29,33.95119476,-123.1617203,,1.0,F,2009-07-29
CalCOFI0907M2,SE,2009-07-29,33.95613861,-123.1501007,,1.0,F,2009-07-29
CalCOFI0907M2,SE,2009-07-29,34.24951553,-122.5647125,,1.0,F,2009-07-29
CalCOFI0907M2,SE,2009-07-30,34.92259216,-121.1828766,,1.0,F,2009-07-30
CalCOFI0907M2,SE,2009-07-30,34.92601013,-121.1733704,,1.0,F,2009-07-30
CalCOFI0911NH,SE,2009-11-07,32.33358,-118.62228,6.0,1.0,F,2009-11-07
CalCOFI0911NH,SE,2009-11-08,31.23082,-120.79244,12.0,1.0,UX,2009-11-08
CalCOFI0911NH,SE,2009-11-17,33.38835,-121.15793,6.0,1.0,F,2009-11-17
CalCOFI0911NH,SE,2009-11-17,33.42203,-121.08387,6.0,1.0,F,2009-11-17
CalCOFI0911NH,SE,2009-11-17,33.44162,-121.03896,6.0,2.0,F,2009-11-17
CalCOFI0911NH,SE,2009-11-17,33.49985,-120.90697,6.0,2.0,F,2009-11-17
CalCOFI0911NH,SE,2009-11-18,33.77979,-120.37917,10.0,1.0,F,2009-11-18
CalCOFI0911NH,SE,2009-11-18,33.78871,-120.3597,3.0,2.0,F,2009-11-18
CalCOFI0911NH,SE,2009-11-22,35.08423,-120.78885,,2.0,UX,2009-11-22
CalCOFI0911NH,SE,2009-11-22,34.91296,-120.7463,6.0,3.0,F,2009-11-22
CalCOFI0911NH,SE,2009-11-22,34.75993,-120.71977,7.0,2.0,F,2009-11-22
CalCOFI0911NH,SE,2009-11-23,32.81717,-117.60523,3.0,1.0,F,2009-11-23
CalCOFI0911NH,SE,2009-11-23,32.78,-117.55,3.0,7.0,F,2009-11-23
CalCOFI1001NH,SE,2010-01-14,31.84086,-119.5859,,2.0,F,2010-01-14
CalCOFI1001NH,SE,2010-01-14,31.68663,-119.8879,,4.0,F,2010-01-14
CalCOFI1001NH,SE,2010-01-15,30.51312,-122.2575,,1.0,F,2010-01-15
CalCOFI1001NH,SE,2010-01-17,30.74419,-123.356,,1.0,G,2010-01-17
CalCOFI1001NH,SE,2010-01-18,32.49162,-119.7407,,3.0,E,2010-01-18
CalCOFI1001NH,SE,2010-01-18,32.51515,-119.706,,4.0,E,2010-01-18
CalCOFI1001NH,SE,2010-01-20,33.63172,-119.0977,,150.0,G,2010-01-20
CalCOFI1001NH,SE,2010-01-23,33.15324,-120.0175,,2.0,UX,2010-01-23
CalCOFI1001NH,SE,2010-01-23,33.01765,-120.2701,,6.0,UX,2010-01-23
CalCOFI1001NH,SE,2010-01-23,33.00719,-120.287,,1.0,UX,2010-01-23
CalCOFI1001NH,SE,2010-01-24,31.84833,-122.6695,,12.0,G,2010-01-24
CalCOFI1001NH,SE,2010-01-26,33.64714,-120.6352,,2.0,G,2010-01-26
CalCOFI1001NH,SE,2010-01-27,34.31828,-119.6988,,1.0,P,2010-01-27
CalCOFI1001NH,SE,2010-01-27,34.2837,-120.0122,,1.0,P,2010-01-27
CalCOFI1001NH,SE,2010-01-28,34.14733,-121.2386,,1.0,G,2010-01-28
CalCOFI1001NH,SE,2010-01-28,33.6796,-122.1295,,1.0,G,2010-01-28
CalCOFI1001NH,SE,2010-01-29,33.67152,-122.1798,,5.0,G,2010-01-29
CalCOFI1001NH,SE,2010-01-29,32.85314,-123.8454,,1.0,G,2010-01-29
CalCOFI1001NH,SE,2010-01-29,33.29503,-124.2565,,1.0,G,2010-01-29
CalCOFI1001NH,SE,2010-01-30,34.07334,-122.8992,,1.0,P,2010-01-30
CalCOFI1001NH,SE,2010-01-30,34.1448,-122.7608,,8.0,P,2010-01-30
CalCOFI1001NH,SE,2010-01-31,35.0663,-120.8615,,2.0,G,2010-01-31
CalCOFI1001NH,SE,2010-01-31,35.07278,-120.836,,1.0,G,2010-01-31
CalCOFI1001NH,SE,2010-01-31,35.07832,-120.8134,,7.0,G,2010-01-31
CalCOFI1001NH,SE,2010-01-31,35.08126,-120.8017,,1.0,G,2010-01-31
CalCOFI1001NH,SE,2010-01-31,35.08974,-120.791,,2.0,G,2010-01-31
CalCOFI1001NH,SE,2010-01-31,35.10591,-120.8346,,3.0,G,2010-01-31
CalCOFI1001NH,SE,2010-01-31,35.11621,-120.8476,,2.0,G,2010-01-31
CalCOFI1001NH,SE,2010-01-31,35.14689,-120.8851,,3.0,G,2010-01-31
CalCOFI1001NH,SE,2010-01-31,35.15788,-120.8987,,1.0,G,2010-01-31
CalCOFI1001NH,SE,2010-01-31,35.1979,-120.934,,3.0,G,2010-01-31
CalCOFI1001NH,SE,2010-01-31,35.20682,-120.9407,,3.0,G,2010-01-31
CalCOFI1001NH,SE,2010-01-31,35.21441,-120.9464,,4.0,G,2010-01-31
CalCOFI1001NH,SE,2010-01-31,35.24004,-120.9658,,1.0,G,2010-01-31
CalCOFI1001NH,SE,2010-01-31,35.27421,-120.9921,,2.0,G,2010-01-31
CalCOFI1001NH,SE,2010-01-31,35.28669,-121.0018,,2.0,G,2010-01-31
CalCOFI1001NH,SE,2010-01-31,35.308,-121.0186,,2.0,G,2010-01-31
CalCOFI1001NH,SE,2010-01-31,35.31246,-121.022,,2.0,G,2010-01-31
CalCOFI1001NH,SE,2010-01-31,35.37765,-121.067,,1.0,G,2010-01-31
CalCOFI1001NH,SE,2010-01-31,35.53609,-121.1786,,1.0,G,2010-01-31
CalCOFI1001NH,SE,2010-01-31,35.57602,-121.2071,,1.0,G,2010-01-31
CalCOFI1001NH,SE,2010-02-01,35.62,-121.2978,,2.0,F,2010-02-01
CalCOFI1001NH,SE,2010-02-01,35.61228,-121.3149,,1.0,F,2010-02-01
CalCOFI1001NH,SE,2010-02-01,35.59855,-121.3459,,3.0,F,2010-02-01
CalCOFI1001NH,SE,2010-02-01,36.78047,-122.0619,,4.0,F,2010-02-01
CalCOFI1001NH,SE,2010-02-01,36.77766,-122.0685,,2.0,F,2010-02-01
CalCOFI1001NH,SE,2010-02-01,36.7486,-122.129,,2.0,F,2010-02-01
CalCOFI1001NH,SE,2010-02-01,36.73675,-122.1541,,2.0,F,2010-02-01
CalCOFI1001NH,SE,2010-02-03,35.62132,-124.5408,,2.0,G,2010-02-03
CalCOFI1011NH,SE,2010-10-29,32.91862,-117.39399,,5.0,G,2010-10-29
CalCOFI1011NH,SE,2010-10-30,31.25114,-120.77712,,1.0,G,2010-10-30
CalCOFI1011NH,SE,2010-11-04,33.73029,-118.82956,,1.0,G,2010-11-04
CalCOFI1011NH,SE,2010-11-05,32.69087,-120.92171,,1.0,G,2010-11-05
CalCOFI1011NH,SE,2010-11-07,32.34353,-123.3205,,1.0,F,2010-11-07
CalCOFI1011NH,SE,2010-11-10,33.8566,-121.99848,,1.0,UX,2010-11-10
CalCOFI1101NH,SE,2011-01-12,32.6332,-117.258,1.0,2.0,G,2011-01-12
CalCOFI1101NH,SE,2011-01-12,32.8097,-117.3397,1.0,2.0,G,2011-01-12
CalCOFI1101NH,SE,2011-01-13,32.8193,-117.6282,2.0,2.0,G,2011-01-13
CalCOFI1101NH,SE,2011-01-13,32.8132,-117.6373,2.0,4.0,G,2011-01-13
CalCOFI1101NH,SE,2011-01-13,32.7997,-117.6592,2.0,1.0,G,2011-01-13
CalCOFI1101NH,SE,2011-01-13,32.592,-118.0562,2.0,1.0,G,2011-01-13
CalCOFI1101NH,SE,2011-01-13,32.5725,-118.0932,2.0,2.0,G,2011-01-13
CalCOFI1101NH,SE,2011-01-20,33.8328,-118.6328,3.0,2.0,G,2011-01-20
CalCOFI1101NH,SE,2011-01-20,33.519,-119.2575,2.0,6.0,G,2011-01-20
CalCOFI1101NH,SE,2011-01-20,33.519,-119.2575,2.0,1.0,G,2011-01-20
CalCOFI1101NH,SE,2011-01-21,33.486,-119.3682,3.0,1.0,G,2011-01-21
CalCOFI1101NH,SE,2011-01-24,33.867,-120.1633,3.0,2.0,G,2011-01-24
CalCOFI1101NH,SE,2011-01-24,33.8717,-120.1502,3.0,2.0,G,2011-01-24
CalCOFI1101NH,SE,2011-01-24,33.8793,-120.1462,3.0,1.0,G,2011-01-24
CalCOFI1101NH,SE,2011-01-24,33.8805,-120.0822,1.0,2.0,G,2011-01-24
CalCOFI1101NH,SE,2011-01-24,33.9154,-119.8147,1.0,4.0,G,2011-01-24
CalCOFI1101NH,SE,2011-01-24,33.9327,-119.696,1.0,1.0,E,2011-01-24
CalCOFI1101NH,SE,2011-01-24,33.9385,-119.6578,1.0,1.0,E,2011-01-24
CalCOFI1101NH,SE,2011-01-25,34.4343,-120.5915,,3.0,E,2011-01-25
CalCOFI1101NH,SE,2011-01-25,34.4285,-120.6103,,4.0,E,2011-01-25
CalCOFI1101NH,SE,2011-01-25,34.4173,-120.6295,4.0,2.0,G,2011-01-25
CalCOFI1101NH,SE,2011-01-25,34.4117,-120.6382,4.0,2.0,G,2011-01-25
CalCOFI1101NH,SE,2011-01-25,34.3748,-120.6913,4.0,6.0,G,2011-01-25
CalCOFI1101NH,SE,2011-01-26,33.3132,-122.8983,3.0,21.0,G,2011-01-26
CalCOFI1101NH,SE,2011-01-27,33.8625,-123.3328,6.0,1.0,P,2011-01-27
CalCOFI1101NH,SE,2011-01-28,35.0865,-120.7723,7.0,2.0,P,2011-01-28
CalCOFI1101NH,SE,2011-01-31,35.2923,-123.6118,12.0,2.0,UX,2011-01-31
CalCOFI1101NH,SE,2011-02-03,37.6723,-123.4547,4.0,1.0,G,2011-02-03
CalCOFI1101NH,SE,2011-02-03,37.6825,-123.433,4.0,2.0,G,2011-02-03
CalCOFI1101NH,SE,2011-02-03,37.6927,-123.4113,4.0,1.0,G,2011-02-03
CalCOFI1101NH,SE,2011-02-04,37.5075,-122.7972,4.0,1.0,E,2011-02-04
CalCOFI1101NH,SE,2011-02-04,37.4993,-122.7897,4.0,3.0,E,2011-02-04
CalCOFI1101NH,SE,2011-02-04,37.4993,-122.7897,4.0,2.0,E,2011-02-04
CalCOFI1101NH,SE,2011-02-06,32.7493,-117.3972,3.0,1.0,P,2011-02-06
CalCOFI1108NH,SE,2011-07-27,32.84381,-117.33773,,1.0,G,2011-07-27
CalCOFI1108NH,SE,2011-07-27,32.85809,-117.33367,,2.0,G,2011-07-27
CalCOFI1108NH,SE,2011-07-27,32.87812,-117.32796,,2.0,G,2011-07-27
CalCOFI1108NH,SE,2011-07-27,32.93667,-117.322,,2.0,G,2011-07-27
CalCOFI1108NH,SE,2011-07-28,32.2245,-118.7995,,1.0,G,2011-07-28
CalCOFI1108NH,SE,2011-07-28,32.12433,-119.00933,,5.0,G,2011-07-28
CalCOFI1108NH,SE,2011-07-28,32.12433,-119.00933,,1.0,G,2011-07-28
CalCOFI1108NH,SE,2011-07-29,31.21333,-120.84867,,3.0,G,2011-07-29
CalCOFI1108NH,SE,2011-07-30,30.0105,-123.72317,5.0,1.0,G,2011-07-30
CalCOFI1108NH,SE,2011-07-31,30.9657,-122.6555,,1.0,G,2011-07-31
CalCOFI1108NH,SE,2011-08-01,32.14633,-120.5265,,2.0,G,2011-08-01
CalCOFI1108NH,SE,2011-08-01,32.32281,-120.16139,,2.0,G,2011-08-01
CalCOFI1108NH,SE,2011-08-02,32.48017,-119.8525,,2.0,P,2011-08-02
CalCOFI1108NH,SE,2011-08-02,32.48017,-119.8525,,1.0,P,2011-08-02
CalCOFI1108NH,SE,2011-08-02,32.48483,-119.84133,,3.0,P,2011-08-02
CalCOFI1108NH,SE,2011-08-02,32.48483,-119.84133,,1.0,P,2011-08-02
CalCOFI1108NH,SE,2011-08-02,32.49117,-119.82683,,1.0,P,2011-08-02
CalCOFI1108NH,SE,2011-08-02,32.49933,-119.807,,2.0,P,2011-08-02
CalCOFI1108NH,SE,2011-08-02,33.02117,-118.778,,1.0,P,2011-08-02
CalCOFI1108NH,SE,2011-08-02,33.23667,-118.27983,,1.0,P,2011-08-02
CalCOFI1108NH,SE,2011-08-03,33.68933,-118.34117,,1.0,UX,2011-08-03
CalCOFI1108NH,SE,2011-08-03,33.72817,-118.45517,,2.0,UX,2011-08-03
CalCOFI1108NH,SE,2011-08-03,33.85083,-118.53883,,1.0,UX,2011-08-03
CalCOFI1108NH,SE,2011-08-03,33.85083,-118.53883,,2.0,UX,2011-08-03
CalCOFI1108NH,SE,2011-08-03,33.85083,-118.53883,,19.0,UX,2011-08-03
CalCOFI1108NH,SE,2011-08-04,33.05117,-120.2635,,1.0,P,2011-08-04
CalCOFI1108NH,SE,2011-08-04,33.02807,-120.40825,,1.0,P,2011-08-04
CalCOFI1108NH,SE,2011-08-04,32.95033,-120.72409,,2.0,P,2011-08-04
CalCOFI1108NH,SE,2011-08-05,32.92267,-120.75517,,1.0,UX,2011-08-05
CalCOFI1108NH,SE,2011-08-07,33.46433,-121.01,,2.0,P,2011-08-07
CalCOFI1108NH,SE,2011-08-07,33.48133,-120.97367,,1.0,P,2011-08-07
CalCOFI1108NH,SE,2011-08-07,33.49833,-120.93567,6.0,1.0,P,2011-08-07
CalCOFI1108NH,SE,2011-08-07,33.508,-120.91433,,1.0,P,2011-08-07
CalCOFI1108NH,SE,2011-08-07,33.508,-120.91433,,1.0,P,2011-08-07
CalCOFI1108NH,SE,2011-08-07,33.52133,-120.88583,,2.0,P,2011-08-07
CalCOFI1108NH,SE,2011-08-07,33.53933,-120.84517,,2.0,P,2011-08-07
CalCOFI1108NH,SE,2011-08-07,33.54767,-120.82633,,1.0,P,2011-08-07
CalCOFI1108NH,SE,2011-08-07,33.54767,-120.82633,,1.0,P,2011-08-07
CalCOFI1108NH,SE,2011-08-07,33.5685,-120.77533,,1.0,P,2011-08-07
CalCOFI1108NH,SE,2011-08-08,34.22633,-119.41995,2.0,1.0,F,2011-08-08
CalCOFI1108NH,SE,2011-08-08,34.25517,-119.47717,,1.0,P,2011-08-08
CalCOFI1108NH,SE,2011-08-08,34.25933,-120.02983,,1.0,P,2011-08-08
CalCOFI1108NH,SE,2011-08-09,34.11392,-121.32053,,1.0,UX,2011-08-09
CalCOFI1108NH,SE,2011-08-09,33.9715,-121.55167,,1.0,UX,2011-08-09
CalCOFI1108NH,SE,2011-08-10,33.54983,-122.44333,,1.0,P,2011-08-10
CalCOFI1108NH,SE,2011-08-11,34.17367,-122.77883,,1.0,P,2011-08-11
CalCOFI1108NH,SE,2011-08-11,34.192,-122.73483,,2.0,P,2011-08-11
CalCOFI1108NH,SE,2011-08-11,34.22583,-122.65633,,2.0,P,2011-08-11
CalCOFI1108NH,SE,2011-08-11,34.433,-122.24517,,1.0,P,2011-08-11
CalCOFI1108NH,SE,2011-08-11,34.43933,-122.23083,,1.0,P,2011-08-11
CalCOFI1108NH,SE,2011-08-11,34.47717,-122.14383,,1.0,P,2011-08-11
CalCOFI1108NH,SE,2011-08-11,34.4915,-122.11017,,1.0,P,2011-08-11
CalCOFI1108NH,SE,2011-08-11,34.528,-122.02317,,1.0,P,2011-08-11
CalCOFI1108NH,SE,2011-08-11,34.539,-121.99567,,1.0,P,2011-08-11
CalCOFI1108NH,SE,2011-08-11,34.58717,-121.87733,,2.0,P,2011-08-11
CalCOFI1108NH,SE,2011-08-11,34.58717,-121.87733,,2.0,P,2011-08-11
CalCOFI1108NH,SE,2011-08-11,34.59486,-121.8584,,1.0,P,2011-08-11
CalCOFI1108NH,SE,2011-08-12,34.63,-121.771,,1.0,P,2011-08-12
CalCOFI1108NH,SE,2011-08-12,34.63513,-121.75939,5.0,2.0,P,2011-08-12
CalCOFI1108NH,SE,2011-08-12,34.647,-121.73183,,1.0,P,2011-08-12
CalCOFI1108NH,SE,2011-08-12,34.6575,-121.70733,,1.0,P,2011-08-12
CalCOFI1108NH,SE,2011-08-12,34.65933,-121.70283,,2.0,P,2011-08-12
CalCOFI1108NH,SE,2011-08-12,34.66033,-121.70083,,1.0,P,2011-08-12
CalCOFI1108NH,SE,2011-08-12,34.67267,-121.673,,1.0,P,2011-08-12
CalCOFI1108NH,SE,2011-08-12,34.67267,-121.673,,1.0,P,2011-08-12
CalCOFI1108NH,SE,2011-08-12,34.47031,-120.87295,,1.0,P,2011-08-12
CalCOFI1108NH,SE,2011-08-13,34.34233,-120.71917,,2.0,G,2011-08-13
CalCOFI1108NH,SE,2011-08-13,33.26017,-118.096,,1.0,G,2011-08-13
CalCOFI1108NH,SE,2011-08-13,33.25533,-118.09,2.0,1.0,G,2011-08-13
CalCOFI1108NH,SE,2011-08-13,33.243,-118.07467,,1.0,G,2011-08-13
CalCOFI1108NH,SE,2011-08-13,33.22767,-118.05483,,1.0,G,2011-08-13
CalCOFI1108NH,SE,2011-08-13,33.222,-118.04733,,2.0,G,2011-08-13
CalCOFI1108NH,SE,2011-08-13,33.19817,-118.01467,,1.0,G,2011-08-13
CalCOFI1108NH,SE,2011-08-13,33.17483,-117.98283,,1.0,G,2011-08-13
CalCOFI1108NH,SE,2011-08-13,32.985,-117.76383,2.0,1.0,G,2011-08-13
CalCOFI1110NH,SE,2011-10-17,32.54833,-118.14367,4.0,1.0,F,2011-10-17
CalCOFI1110NH,SE,2011-10-18,31.80433,-119.65833,4.0,6.0,P,2011-10-18
CalCOFI1110NH,SE,2011-10-20,30.91567,-123.0055,5.0,15.0,P,2011-10-20
CalCOFI1110NH,SE,2011-10-23,33.79825,-118.47366,2.0,1.0,UX,2011-10-23
CalCOFI1110NH,SE,2011-10-23,33.87709,-118.48307,2.0,1.0,P,2011-10-23
CalCOFI1110NH,SE,2011-10-24,33.03483,-120.26333,3.0,1.0,G,2011-10-24
CalCOFI1110NH,SE,2011-10-25,32.9915,-120.34917,4.0,1.0,G,2011-10-25
CalCOFI1110NH,SE,2011-10-25,32.33,-121.78917,7.0,8.0,G,2011-10-25
CalCOFI1110NH,SE,2011-10-25,32.19283,-122.03783,7.0,2.0,G,2011-10-25
CalCOFI1110NH,SE,2011-10-25,32.146,-122.08783,7.0,1.0,G,2011-10-25
CalCOFI1110NH,SE,2011-10-25,31.93017,-122.69567,9.0,1.0,P,2011-10-25
CalCOFI1110NH,SE,2011-10-27,32.98239,-122.02703,7.0,1.0,F,2011-10-27
CalCOFI1110NH,SE,2011-10-27,33.05767,-121.852,6.0,1.0,F,2011-10-27
CalCOFI1110NH,SE,2011-10-27,33.07867,-121.80967,6.0,1.0,F,2011-10-27
CalCOFI1110NH,SE,2011-10-27,33.43983,-121.043,6.0,1.0,G,2011-10-27
CalCOFI1110NH,SE,2011-10-28,34.2535,-119.35083,2.0,1.0,G,2011-10-28
CalCOFI1110NH,SE,2011-10-29,33.95817,-121.5545,6.0,1.0,P,2011-10-29
CalCOFI1110NH,SE,2011-10-29,33.92921,-121.60725,6.0,3.0,P,2011-10-29
CalCOFI1110NH,SE,2011-10-29,33.89756,-121.67121,6.0,1.0,P,2011-10-29
CalCOFI1110NH,SE,2011-10-29,33.89239,-121.68237,6.0,1.0,P,2011-10-29
CalCOFI1110NH,SE,2011-10-29,33.8755,-121.7185,6.0,1.0,P,2011-10-29
CalCOFI1202NH,SE,2012-01-27,32.65383,-117.26783,5.0,1.0,F,2012-01-27
CalCOFI1202NH,SE,2012-01-27,32.66067,-117.27567,,1.0,E,2012-01-27
CalCOFI1202NH,SE,2012-01-27,32.66833,-117.27233,5.0,1.0,F,2012-01-27
CalCOFI1202NH,SE,2012-01-27,32.68783,-117.29667,4.0,1.0,F,2012-01-27
CalCOFI1202NH,SE,2012-01-27,32.74833,-117.30067,4.0,1.0,F,2012-01-27
CalCOFI1202NH,SE,2012-01-27,32.75483,-117.3025,4.0,2.0,F,2012-01-27
CalCOFI1202NH,SE,2012-01-27,32.80967,-117.31483,4.0,1.0,F,2012-01-27
