cruise,event_code,date,latitude,longitude,swell_ft,count_best,obs_quality,datetime_utc
CalCOFI0907M2,SB,2009-07-19,32.04159927,-120.7307968,,1.0,F,2009-07-19
CalCOFI0907M2,SB,2009-07-20,32.28411484,-120.2349319,,1.0,F,2009-07-20
CalCOFI0907M2,SB,2009-07-20,32.34257889,-120.1098175,,2.0,F,2009-07-20
CalCOFI0907M2,SB,2009-07-20,32.35334015,-120.0876312,,1.0,F,2009-07-20
CalCOFI0907M2,SB,2009-07-20,32.36307144,-120.0679855,,1.0,F,2009-07-20
CalCOFI0907M2,SB,2009-07-20,32.36579895,-120.0624313,,2.0,F,2009-07-20
CalCOFI0907M2,SB,2009-07-20,32.36986923,-120.0541153,,1.0,F,2009-07-20
CalCOFI0907M2,SB,2009-07-22,33.45492172,-119.8561554,,1.0,F,2009-07-22
CalCOFI0907M2,SB,2009-07-23,33.42375565,-120.2019196,,1.0,UX,2009-07-23
CalCOFI0907M2,SB,2009-07-23,33.30982971,-120.1189804,,1.0,UX,2009-07-23
CalCOFI0907M2,SB,2009-07-23,33.28020096,-120.096405,,1.0,UX,2009-07-23
CalCOFI0907M2,SB,2009-07-23,33.25797272,-120.0799484,,1.0,UX,2009-07-23
CalCOFI0907M2,SB,2009-07-23,32.66197205,-121.1002121,,1.0,UX,2009-07-23
CalCOFI0907M2,SB,2009-07-23,32.63242722,-121.1542664,,1.0,UX,2009-07-23
CalCOFI0907M2,SB,2009-07-23,32.55822372,-121.2911606,,1.0,UX,2009-07-23
CalCOFI0907M2,SB,2009-07-23,32.48165512,-121.4293442,,1.0,UX,2009-07-23
CalCOFI0907M2,SB,2009-07-23,32.40910721,-121.5602722,,1.0,UX,2009-07-23
CalCOFI0907M2,SB,2009-07-25,32.69036102,-122.6116562,,1.0,P,2009-07-25
CalCOFI0907M2,SB,2009-07-27,34.13363266,-121.2547684,,1.0,P,2009-07-27
CalCOFI0907M2,SB,2009-07-27,33.99979019,-121.4871063,,2.0,P,2009-07-27
CalCOFI0907M2,SB,2009-07-27,33.99354172,-121.4974442,,1.0,P,2009-07-27
CalCOFI0907M2,SB,2009-07-27,33.98629379,-121.5099411,,1.0,P,2009-07-27
CalCOFI0907M2,SB,2009-07-27,33.98180389,-121.5180969,,1.0,P,2009-07-27
CalCOFI0907M2,SB,2009-07-27,33.9735527,-121.5340042,,1.0,P,2009-07-27
CalCOFI0907M2,SB,2009-07-28,33.96669388,-121.5471649,,1.0,P,2009-07-28
CalCOFI0907M2,SB,2009-07-29,33.78069305,-123.5142288,,1.0,F,2009-07-29
CalCOFI0907M2,SB,2009-07-29,33.92031479,-123.231575,,2.0,F,2009-07-29
CalCOFI0907M2,SB,2009-07-29,33.92821884,-123.2137375,,2.0,F,2009-07-29
CalCOFI0907M2,SB,2009-07-29,33.92930603,-123.2112274,,1.0,F,2009-07-29
CalCOFI0907M2,SB,2009-07-29,33.93341446,-123.2020798,,1.0,F,2009-07-29
CalCOFI0907M2,SB,2009-07-29,33.93467712,-123.1991348,,2.0,F,2009-07-29
CalCOFI0907M2,SB,2009-07-29,33.93976593,-123.187645,,1.0,F,2009-07-29
CalCOFI0907M2,SB,2009-07-29,33.94607162,-123.1732101,,1.0,F,2009-07-29
CalCOFI0907M2,SB,2009-07-29,33.95119476,-123.1617203,,1.0,F,2009-07-29
CalCOFI0907M2,SB,2009-07-29,33.95366287,-123.1558609,,1.0,F,2009-07-29
CalCOFI0907M2,SB,2009-07-29,34.24951553,-122.5647125,,1.0,F,2009-07-29
CalCOFI0907M2,SB,2009-07-30,34.92259216,-121.1828766,,1.0,F,2009-07-30
CalCOFI0907M2,SB,2009-07-30,34.92373276,-121.1797333,,1.0,F,2009-07-30
CalCOFI0911NH,SB,2009-11-07,32.33358,-118.62228,6.0,1.0,F,2009-11-07
CalCOFI0911NH,SB,2009-11-08,31.23082,-120.79244,12.0,1.0,UX,2009-11-08
CalCOFI0911NH,SB,2009-11-17,33.38835,-121.15793,6.0,1.0,F,2009-11-17
CalCOFI0911NH,SB,2009-11-17,33.42203,-121.08387,6.0,1.0,F,2009-11-17
CalCOFI0911NH,SB,2009-11-17,33.44162,-121.03896,6.0,2.0,F,2009-11-17
CalCOFI0911NH,SB,2009-11-17,33.49985,-120.90697,6.0,2.0,F,2009-11-17
CalCOFI0911NH,SB,2009-11-18,33.77979,-120.37917,10.0,1.0,F,2009-11-18
CalCOFI0911NH,SB,2009-11-18,33.78871,-120.3597,3.0,2.0,F,2009-11-18
CalCOFI0911NH,SB,2009-11-22,35.08423,-120.78885,,2.0,UX,2009-11-22
CalCOFI0911NH,SB,2009-11-22,34.91296,-120.7463,6.0,3.0,F,2009-11-22
CalCOFI0911NH,SB,2009-11-22,34.75993,-120.71977,7.0,2.0,F,2009-11-22
CalCOFI0911NH,SB,2009-11-23,32.81717,-117.60523,3.0,1.0,F,2009-11-23
CalCOFI0911NH,SB,2009-11-23,32.78,-117.55,3.0,7.0,F,2009-11-23
CalCOFI1001NH,SB,2010-01-14,31.84086,-119.5859,,2.0,F,2010-01-14
CalCOFI1001NH,SB,2010-01-14,31.68663,-119.8879,,4.0,F,2010-01-14
CalCOFI1001NH,SB,2010-01-15,30.51312,-122.2575,,1.0,F,2010-01-15
CalCOFI1001NH,SB,2010-01-17,30.74419,-123.356,,1.0,G,2010-01-17
CalCOFI1001NH,SB,2010-01-18,32.49162,-119.7407,,3.0,E,2010-01-18
CalCOFI1001NH,SB,2010-01-18,32.51515,-119.706,,4.0,E,2010-01-18
CalCOFI1001NH,SB,2010-01-20,33.63172,-119.0977,,150.0,G,2010-01-20
CalCOFI1001NH,SB,2010-01-23,33.15324,-120.0175,,2.0,UX,2010-01-23
CalCOFI1001NH,SB,2010-01-23,33.01765,-120.2701,,6.0,UX,2010-01-23
CalCOFI1001NH,SB,2010-01-23,33.00719,-120.287,,1.0,UX,2010-01-23
CalCOFI1001NH,SB,2010-01-24,31.84833,-122.6695,,12.0,G,2010-01-24
CalCOFI1001NH,SB,2010-01-26,33.64714,-120.6352,,2.0,G,2010-01-26
CalCOFI1001NH,SB,2010-01-27,34.31828,-119.6988,,1.0,P,2010-01-27
CalCOFI1001NH,SB,2010-01-27,34.2837,-120.0122,,1.0,P,2010-01-27
CalCOFI1001NH,SB,2010-01-28,34.14733,-121.2386,,1.0,G,2010-01-28
CalCOFI1001NH,SB,2010-01-28,33.6796,-122.1295,,1.0,G,2010-01-28
CalCOFI1001NH,SB,2010-01-29,33.67152,-122.1798,,5.0,G,2010-01-29
CalCOFI1001NH,SB,2010-01-29,32.85314,-123.8454,,1.0,G,2010-01-29
CalCOFI1001NH,SB,2010-01-29,33.29503,-124.2565,,1.0,G,2010-01-29
CalCOFI1001NH,SB,2010-01-30,34.07334,-122.8992,,1.0,P,2010-01-30
CalCOFI1001NH,SB,2010-01-30,34.1448,-122.7608,,8.0,P,2010-01-30
CalCOFI1001NH,SB,2010-01-31,35.0663,-120.8615,,2.0,G,2010-01-31
CalCOFI1001NH,SB,2010-01-31,35.07278,-120.836,,1.0,G,2010-01-31
CalCOFI1001NH,SB,2010-01-31,35.07832,-120.8134,,7.0,G,2010-01-31
CalCOFI1001NH,SB,2010-01-31,35.08126,-120.8017,,1.0,G,2010-01-31
CalCOFI1001NH,SB,2010-01-31,35.08974,-120.791,,2.0,G,2010-01-31
CalCOFI1001NH,SB,2010-01-31,35.10591,-120.8346,,3.0,G,2010-01-31
CalCOFI1001NH,SB,2010-01-31,35.11621,-120.8476,,2.0,G,2010-01-31
CalCOFI1001NH,SB,2010-01-31,35.14689,-120.8851,,3.0,G,2010-01-31
CalCOFI1001NH,SB,2010-01-31,35.15788,-120.8987,,1.0,G,2010-01-31
CalCOFI1001NH,SB,2010-01-31,35.1979,-120.934,,3.0,G,2010-01-31
CalCOFI1001NH,SB,2010-01-31,35.20682,-120.9407,,3.0,G,2010-01-31
CalCOFI1001NH,SB,2010-01-31,35.21441,-120.9464,,4.0,G,2010-01-31
CalCOFI1001NH,SB,2010-01-31,35.24004,-120.9658,,1.0,G,2010-01-31
CalCOFI1001NH,SB,2010-01-31,35.27421,-120.9921,,2.0,G,2010-01-31
CalCOFI1001NH,SB,2010-01-31,35.28669,-121.0018,,2.0,G,2010-01-31
CalCOFI1001NH,SB,2010-01-31,35.308,-121.0186,,2.0,G,2010-01-31
CalCOFI1001NH,SB,2010-01-31,35.31246,-121.022,,2.0,G,2010-01-31
CalCOFI1001NH,SB,2010-01-31,35.37765,-121.067,,1.0,G,2010-01-31
CalCOFI1001NH,SB,2010-01-31,35.53609,-121.1786,,1.0,G,2010-01-31
CalCOFI1001NH,SB,2010-01-31,35.57602,-121.2071,,1.0,G,2010-01-31
CalCOFI1001NH,SB,2010-02-01,35.62,-121.2978,,2.0,F,2010-02-01
CalCOFI1001NH,SB,2010-02-01,35.61228,-121.3149,,1.0,F,2010-02-01
CalCOFI1001NH,SB,2010-02-01,35.59855,-121.3459,,3.0,F,2010-02-01
CalCOFI1001NH,SB,2010-02-01,36.78047,-122.0619,,4.0,F,2010-02-01
CalCOFI1001NH,SB,2010-02-01,36.77766,-122.0685,,2.0,F,2010-02-01
CalCOFI1001NH,SB,2010-02-01,36.7486,-122.129,,2.0,F,2010-02-01
CalCOFI1001NH,SB,2010-02-01,36.73675,-122.1541,,2.0,F,2010-02-01
CalCOFI1001NH,SB,2010-02-03,35.62132,-124.5408,,2.0,G,2010-02-03
CalCOFI1008NH,SB,2010-07-30,32.75607,-117.25944,3.0,1.0,G,2010-07-30
CalCOFI1008NH,SB,2010-07-30,32.95529,-117.30392,3.0,1.0,G,2010-07-30
CalCOFI1008NH,SB,2010-07-30,32.95243,-117.31576,3.0,2.0,G,2010-07-30
CalCOFI1008NH,SB,2010-07-31,32.5214,-118.20739,5.0,2.0,G,2010-07-31
CalCOFI1008NH,SB,2010-07-31,32.4578,-118.32781,5.0,1.0,G,2010-07-31
CalCOFI1008NH,SB,2010-08-04,32.08644,-120.63835,6.0,3.0,P,2010-08-04
CalCOFI1008NH,SB,2010-08-04,32.09802,-120.64955,6.0,1.0,P,2010-08-04
CalCOFI1008NH,SB,2010-08-04,32.18478,-120.47571,6.0,1.0,P,2010-08-04
CalCOFI1008NH,SB,2010-08-04,32.21842,-120.38751,6.0,1.0,P,2010-08-04
CalCOFI1008NH,SB,2010-08-04,32.22745,-120.36416,6.0,2.0,P,2010-08-04
CalCOFI1008NH,SB,2010-08-04,32.22861,-120.36132,6.0,1.0,P,2010-08-04
CalCOFI1008NH,SB,2010-08-04,32.27861,-120.24592,6.0,1.0,P,2010-08-04
CalCOFI1008NH,SB,2010-08-07,33.2125,-119.12897,3.0,9.0,G,2010-08-07
CalCOFI1008NH,SB,2010-08-08,32.97987,-120.3759,4.0,3.0,G,2010-08-08
CalCOFI1008NH,SB,2010-08-08,32.91115,-120.51607,4.0,25.0,G,2010-08-08
CalCOFI1008NH,SB,2010-08-08,32.86822,-120.61641,4.0,5.0,G,2010-08-08
CalCOFI1008NH,SB,2010-08-08,32.67215,-121.02561,6.0,2.0,F,2010-08-08
CalCOFI1008NH,SB,2010-08-08,32.61146,-121.13428,6.0,2.0,F,2010-08-08
CalCOFI1008NH,SB,2010-08-08,32.58085,-121.16943,6.0,1.0,F,2010-08-08
CalCOFI1008NH,SB,2010-08-08,32.4884,-121.31445,6.0,2.0,F,2010-08-08
CalCOFI1008NH,SB,2010-08-08,32.44367,-121.38194,6.0,1.0,F,2010-08-08
CalCOFI1008NH,SB,2010-08-08,32.44367,-121.38194,6.0,2.0,F,2010-08-08
CalCOFI1008NH,SB,2010-08-08,32.44037,-121.38674,6.0,1.0,F,2010-08-08
CalCOFI1008NH,SB,2010-08-08,32.43544,-121.3941,6.0,1.0,F,2010-08-08
CalCOFI1008NH,SB,2010-08-08,32.39488,-121.4545,6.0,5.0,F,2010-08-08
CalCOFI1008NH,SB,2010-08-08,32.37217,-121.48872,6.0,1.0,F,2010-08-08
CalCOFI1008NH,SB,2010-08-09,32.34822,-121.52483,6.0,1.0,F,2010-08-09
CalCOFI1008NH,SB,2010-08-09,32.34822,-121.52483,6.0,1.0,F,2010-08-09
CalCOFI1008NH,SB,2010-08-09,32.34822,-121.52483,6.0,4.0,F,2010-08-09
CalCOFI1008NH,SB,2010-08-10,32.841,-122.28067,4.0,2.0,F,2010-08-10
CalCOFI1008NH,SB,2010-08-11,33.63482,-120.68995,4.0,1.0,F,2010-08-11
CalCOFI1008NH,SB,2010-08-11,33.67183,-120.58315,4.0,1.0,F,2010-08-11
CalCOFI1008NH,SB,2010-08-11,33.85373,-120.192,2.0,7.0,P,2010-08-11
CalCOFI1008NH,SB,2010-08-13,33.6954,-122.10211,5.0,27.0,P,2010-08-13
CalCOFI1008NH,SB,2010-08-14,32.90581,-123.96072,5.0,1.0,G,2010-08-14
CalCOFI1008NH,SB,2010-08-14,32.95833,-123.99757,5.0,1.0,G,2010-08-14
CalCOFI1008NH,SB,2010-08-14,33.3882,-124.323,5.0,3.0,G,2010-08-14
CalCOFI1008NH,SB,2010-08-14,33.63083,-123.82317,5.0,1.0,G,2010-08-14
CalCOFI1008NH,SB,2010-08-15,33.79283,-123.48133,3.0,1.0,G,2010-08-15
CalCOFI1008NH,SB,2010-08-15,33.8175,-123.4195,3.0,2.0,G,2010-08-15
CalCOFI1008NH,SB,2010-08-15,33.83983,-123.3705,3.0,1.0,G,2010-08-15
CalCOFI1008NH,SB,2010-08-15,33.83983,-123.3705,3.0,1.0,G,2010-08-15
CalCOFI1008NH,SB,2010-08-15,33.8505,-123.3455,3.0,2.0,G,2010-08-15
CalCOFI1008NH,SB,2010-08-15,33.85633,-123.33117,3.0,1.0,G,2010-08-15
CalCOFI1008NH,SB,2010-08-15,33.85633,-123.33117,3.0,1.0,G,2010-08-15
CalCOFI1008NH,SB,2010-08-15,33.862,-123.31667,3.0,1.0,G,2010-08-15
CalCOFI1008NH,SB,2010-08-15,34.51784,-121.98824,4.0,3.0,F,2010-08-15
CalCOFI1008NH,SB,2010-08-15,34.60545,-121.79663,4.0,1.0,F,2010-08-15
CalCOFI1008NH,SB,2010-08-15,34.83333,-121.2795,5.0,1.0,P,2010-08-15
CalCOFI1008NH,SB,2010-08-17,33.44062,-119.11646,4.0,1.0,G,2010-08-17
CalCOFI1011NH,SB,2010-10-29,32.91862,-117.39399,,5.0,G,2010-10-29
CalCOFI1011NH,SB,2010-10-30,31.25114,-120.77712,,1.0,G,2010-10-30
CalCOFI1011NH,SB,2010-11-04,33.73029,-118.82956,,1.0,G,2010-11-04
CalCOFI1011NH,SB,2010-11-05,32.69087,-120.92171,,1.0,G,2010-11-05
CalCOFI1011NH,SB,2010-11-07,32.34353,-123.3205,,1.0,F,2010-11-07
CalCOFI1011NH,SB,2010-11-10,33.8566,-121.99848,,1.0,UX,2010-11-10
CalCOFI1101NH,SB,2011-01-12,32.643,-117.2283,1.0,2.0,G,2011-01-12
CalCOFI1101NH,SB,2011-01-12,32.8097,-117.3397,1.0,2.0,G,2011-01-12
CalCOFI1101NH,SB,2011-01-13,32.8193,-117.6282,2.0,2.0,G,2011-01-13
CalCOFI1101NH,SB,2011-01-13,32.8132,-117.6373,2.0,4.0,G,2011-01-13
CalCOFI1101NH,SB,2011-01-13,32.7997,-117.6592,2.0,1.0,G,2011-01-13
CalCOFI1101NH,SB,2011-01-13,32.592,-118.0562,2.0,1.0,G,2011-01-13
CalCOFI1101NH,SB,2011-01-13,32.5725,-118.0932,2.0,2.0,G,2011-01-13
CalCOFI1101NH,SB,2011-01-20,33.8328,-118.6328,3.0,2.0,G,2011-01-20
CalCOFI1101NH,SB,2011-01-20,33.562,-119.1693,3.0,1.0,G,2011-01-20
CalCOFI1101NH,SB,2011-01-20,33.519,-119.2575,2.0,6.0,G,2011-01-20
CalCOFI1101NH,SB,2011-01-21,33.486,-119.3682,3.0,1.0,G,2011-01-21
CalCOFI1101NH,SB,2011-01-24,33.867,-120.1633,3.0,2.0,G,2011-01-24
CalCOFI1101NH,SB,2011-01-24,33.8717,-120.1502,3.0,2.0,G,2011-01-24
CalCOFI1101NH,SB,2011-01-24,33.8793,-120.1462,3.0,1.0,G,2011-01-24
CalCOFI1101NH,SB,2011-01-24,33.8805,-120.0822,1.0,2.0,G,2011-01-24
CalCOFI1101NH,SB,2011-01-24,33.9154,-119.8147,1.0,4.0,G,2011-01-24
CalCOFI1101NH,SB,2011-01-24,33.9327,-119.696,1.0,1.0,E,2011-01-24
CalCOFI1101NH,SB,2011-01-24,33.9385,-119.6578,1.0,1.0,E,2011-01-24
CalCOFI1101NH,SB,2011-01-25,34.4343,-120.5915,,3.0,E,2011-01-25
CalCOFI1101NH,SB,2011-01-25,34.4285,-120.6103,,4.0,E,2011-01-25
CalCOFI1101NH,SB,2011-01-25,34.4173,-120.6295,4.0,2.0,G,2011-01-25
CalCOFI1101NH,SB,2011-01-25,34.4173,-120.6295,4.0,2.0,G,2011-01-25
CalCOFI1101NH,SB,2011-01-25,34.3748,-120.6913,4.0,6.0,G,2011-01-25
CalCOFI1101NH,SB,2011-01-26,33.324,-122.8803,3.0,21.0,G,2011-01-26
CalCOFI1101NH,SB,2011-01-27,33.8625,-123.3328,6.0,1.0,P,2011-01-27
CalCOFI1101NH,SB,2011-01-28,35.0865,-120.7723,7.0,2.0,P,2011-01-28
CalCOFI1101NH,SB,2011-01-31,35.2923,-123.6118,12.0,2.0,UX,2011-01-31
CalCOFI1101NH,SB,2011-02-03,37.6612,-123.4778,4.0,2.0,G,2011-02-03
CalCOFI1101NH,SB,2011-02-03,37.6723,-123.4547,4.0,1.0,G,2011-02-03
CalCOFI1101NH,SB,2011-02-03,37.6927,-123.4113,4.0,1.0,G,2011-02-03
CalCOFI1101NH,SB,2011-02-04,37.5337,-122.8192,4.0,15.0,E,2011-02-04
CalCOFI1101NH,SB,2011-02-04,37.521,-122.8087,4.0,3.0,E,2011-02-04
CalCOFI1101NH,SB,2011-02-04,37.521,-122.8087,4.0,1.0,E,2011-02-04
CalCOFI1101NH,SB,2011-02-04,37.521,-122.8087,4.0,2.0,E,2011-02-04
CalCOFI1101NH,SB,2011-02-06,32.7493,-117.3972,3.0,1.0,P,2011-02-06
CalCOFI1108NH,SB,2011-07-27,32.84381,-117.33773,,1.0,G,2011-07-27
CalCOFI1108NH,SB,2011-07-27,32.85809,-117.33367,,2.0,G,2011-07-27
CalCOFI1108NH,SB,2011-07-27,32.87812,-117.32796,,2.0,G,2011-07-27
CalCOFI1108NH,SB,2011-07-27,32.93667,-117.322,,2.0,G,2011-07-27
CalCOFI1108NH,SB,2011-07-28,32.2245,-118.7995,,1.0,G,2011-07-28
CalCOFI1108NH,SB,2011-07-28,32.12433,-119.00933,,5.0,G,2011-07-28
CalCOFI1108NH,SB,2011-07-28,32.12433,-119.00933,,1.0,G,2011-07-28
CalCOFI1108NH,SB,2011-07-29,31.21333,-120.84867,,3.0,G,2011-07-29
CalCOFI1108NH,SB,2011-07-30,30.0105,-123.72317,5.0,1.0,G,2011-07-30
CalCOFI1108NH,SB,2011-07-31,30.9657,-122.6555,,1.0,G,2011-07-31
CalCOFI1108NH,SB,2011-08-01,32.14633,-120.5265,,2.0,G,2011-08-01
CalCOFI1108NH,SB,2011-08-01,32.32281,-120.16139,,2.0,G,2011-08-01
CalCOFI1108NH,SB,2011-08-02,32.48017,-119.8525,,2.0,P,2011-08-02
CalCOFI1108NH,SB,2011-08-02,32.48017,-119.8525,,1.0,P,2011-08-02
CalCOFI1108NH,SB,2011-08-02,32.48483,-119.84133,,3.0,P,2011-08-02
CalCOFI1108NH,SB,2011-08-02,32.48483,-119.84133,,1.0,P,2011-08-02
CalCOFI1108NH,SB,2011-08-02,32.49117,-119.82683,,1.0,P,2011-08-02
CalCOFI1108NH,SB,2011-08-02,32.49933,-119.807,,2.0,P,2011-08-02
CalCOFI1108NH,SB,2011-08-02,33.02117,-118.778,,1.0,P,2011-08-02
CalCOFI1108NH,SB,2011-08-02,33.23667,-118.27983,,1.0,P,2011-08-02
CalCOFI1108NH,SB,2011-08-03,33.67533,-118.3055,,1.0,UX,2011-08-03
CalCOFI1108NH,SB,2011-08-03,33.72817,-118.45517,,2.0,UX,2011-08-03
CalCOFI1108NH,SB,2011-08-03,33.8605,-118.50483,5.0,19.0,G,2011-08-03
CalCOFI1108NH,SB,2011-08-03,33.85083,-118.53883,,1.0,UX,2011-08-03
CalCOFI1108NH,SB,2011-08-03,33.85083,-118.53883,,2.0,UX,2011-08-03
CalCOFI1108NH,SB,2011-08-04,33.05117,-120.2635,,1.0,P,2011-08-04
CalCOFI1108NH,SB,2011-08-04,33.02807,-120.40825,,1.0,P,2011-08-04
CalCOFI1108NH,SB,2011-08-04,32.95033,-120.72409,,2.0,P,2011-08-04
CalCOFI1108NH,SB,2011-08-05,32.92267,-120.75517,,1.0,UX,2011-08-05
CalCOFI1108NH,SB,2011-08-07,33.46433,-121.01,,2.0,P,2011-08-07
CalCOFI1108NH,SB,2011-08-07,33.48133,-120.97367,,1.0,P,2011-08-07
CalCOFI1108NH,SB,2011-08-07,33.48783,-120.959,,1.0,P,2011-08-07
CalCOFI1108NH,SB,2011-08-07,33.49833,-120.93567,6.0,1.0,P,2011-08-07
CalCOFI1108NH,SB,2011-08-07,33.508,-120.91433,,1.0,P,2011-08-07
CalCOFI1108NH,SB,2011-08-07,33.508,-120.91433,,2.0,P,2011-08-07
CalCOFI1108NH,SB,2011-08-07,33.53433,-120.857,,1.0,P,2011-08-07
CalCOFI1108NH,SB,2011-08-07,33.53933,-120.84517,,2.0,P,2011-08-07
CalCOFI1108NH,SB,2011-08-07,33.54767,-120.82633,,1.0,P,2011-08-07
CalCOFI1108NH,SB,2011-08-07,33.5685,-120.77533,,1.0,P,2011-08-07
CalCOFI1108NH,SB,2011-08-08,34.22633,-119.41995,2.0,1.0,F,2011-08-08
CalCOFI1108NH,SB,2011-08-08,34.25517,-119.47717,,1.0,P,2011-08-08
CalCOFI1108NH,SB,2011-08-08,34.25933,-120.02983,,1.0,P,2011-08-08
CalCOFI1108NH,SB,2011-08-09,34.11392,-121.32053,,1.0,UX,2011-08-09
CalCOFI1108NH,SB,2011-08-09,33.9715,-121.55167,,1.0,UX,2011-08-09
CalCOFI1108NH,SB,2011-08-10,33.54983,-122.44333,,1.0,P,2011-08-10
CalCOFI1108NH,SB,2011-08-11,34.17367,-122.77883,,1.0,P,2011-08-11
CalCOFI1108NH,SB,2011-08-11,34.192,-122.73483,,2.0,P,2011-08-11
CalCOFI1108NH,SB,2011-08-11,34.22583,-122.65633,,2.0,P,2011-08-11
CalCOFI1108NH,SB,2011-08-11,34.433,-122.24517,,1.0,P,2011-08-11
CalCOFI1108NH,SB,2011-08-11,34.43933,-122.23083,,1.0,P,2011-08-11
CalCOFI1108NH,SB,2011-08-11,34.45817,-122.1875,,1.0,P,2011-08-11
CalCOFI1108NH,SB,2011-08-11,34.481,-122.13467,,1.0,P,2011-08-11
CalCOFI1108NH,SB,2011-08-11,34.528,-122.02317,,1.0,P,2011-08-11
CalCOFI1108NH,SB,2011-08-11,34.539,-121.99567,,1.0,P,2011-08-11
CalCOFI1108NH,SB,2011-08-11,34.58717,-121.87733,,2.0,P,2011-08-11
CalCOFI1108NH,SB,2011-08-11,34.58717,-121.87733,,2.0,P,2011-08-11
CalCOFI1108NH,SB,2011-08-11,34.59486,-121.8584,,1.0,P,2011-08-11
CalCOFI1108NH,SB,2011-08-11,34.62483,-121.79983,,2.0,P,2011-08-11
CalCOFI1108NH,SB,2011-08-12,34.63,-121.771,,1.0,P,2011-08-12
CalCOFI1108NH,SB,2011-08-12,34.647,-121.73183,,1.0,P,2011-08-12
CalCOFI1108NH,SB,2011-08-12,34.65333,-121.71717,,1.0,P,2011-08-12
CalCOFI1108NH,SB,2011-08-12,34.65933,-121.70283,,2.0,P,2011-08-12
CalCOFI1108NH,SB,2011-08-12,34.66033,-121.70083,,1.0,P,2011-08-12
CalCOFI1108NH,SB,2011-08-12,34.67267,-121.673,,1.0,P,2011-08-12
CalCOFI1108NH,SB,2011-08-12,34.67267,-121.673,,1.0,P,2011-08-12
CalCOFI1108NH,SB,2011-08-12,34.47031,-120.87295,,1.0,P,2011-08-12
CalCOFI1108NH,SB,2011-08-13,34.34233,-120.71917,,2.0,G,2011-08-13
CalCOFI1108NH,SB,2011-08-13,33.26017,-118.096,,1.0,G,2011-08-13
CalCOFI1108NH,SB,2011-08-13,33.25533,-118.09,,1.0,G,2011-08-13
CalCOFI1108NH,SB,2011-08-13,33.243,-118.07467,,1.0,G,2011-08-13
CalCOFI1108NH,SB,2011-08-13,33.22767,-118.05483,,1.0,G,2011-08-13
CalCOFI1108NH,SB,2011-08-13,33.222,-118.04733,,2.0,G,2011-08-13
CalCOFI1108NH,SB,2011-08-13,33.19817,-118.01467,,1.0,G,2011-08-13
CalCOFI1108NH,SB,2011-08-13,33.17483,-117.98283,,1.0,G,2011-08-13
CalCOFI1108NH,SB,2011-08-13,32.985,-117.76383,,1.0,G,2011-08-13
CalCOFI1110NH,SB,2011-10-17,32.54833,-118.14367,4.0,1.0,F,2011-10-17
CalCOFI1110NH,SB,2011-10-18,31.80433,-119.65833,4.0,6.0,P,2011-10-18
CalCOFI1110NH,SB,2011-10-20,30.90283,-123.04983,5.0,15.0,P,2011-10-20
CalCOFI1110NH,SB,2011-10-23,33.79825,-118.47366,2.0,1.0,UX,2011-10-23
CalCOFI1110NH,SB,2011-10-23,33.87709,-118.48307,2.0,1.0,P,2011-10-23
CalCOFI1110NH,SB,2011-10-24,33.051,-120.21983,3.0,1.0,G,2011-10-24
CalCOFI1110NH,SB,2011-10-25,32.9915,-120.34917,4.0,1.0,G,2011-10-25
CalCOFI1110NH,SB,2011-10-25,32.33,-121.78917,7.0,8.0,G,2011-10-25
CalCOFI1110NH,SB,2011-10-25,32.19283,-122.03783,7.0,2.0,G,2011-10-25
CalCOFI1110NH,SB,2011-10-25,32.146,-122.08783,7.0,1.0,G,2011-10-25
CalCOFI1110NH,SB,2011-10-25,31.93017,-122.69567,9.0,1.0,P,2011-10-25
CalCOFI1110NH,SB,2011-10-27,32.98239,-122.02703,7.0,1.0,F,2011-10-27
CalCOFI1110NH,SB,2011-10-27,33.05767,-121.852,6.0,1.0,F,2011-10-27
CalCOFI1110NH,SB,2011-10-27,33.07867,-121.80967,6.0,1.0,F,2011-10-27
CalCOFI1110NH,SB,2011-10-27,33.43983,-121.043,6.0,1.0,G,2011-10-27
CalCOFI1110NH,SB,2011-10-28,34.2535,-119.35083,2.0,1.0,G,2011-10-28
CalCOFI1110NH,SB,2011-10-29,33.95817,-121.5545,6.0,1.0,P,2011-10-29
CalCOFI1110NH,SB,2011-10-29,33.92921,-121.60725,6.0,3.0,P,2011-10-29
CalCOFI1110NH,SB,2011-10-29,33.89756,-121.67121,6.0,1.0,P,2011-10-29
CalCOFI1110NH,SB,2011-10-29,33.89239,-121.68237,6.0,1.0,P,2011-10-29
CalCOFI1110NH,SB,2011-10-29,33.8755,-121.7185,6.0,1.0,P,2011-10-29
CalCOFI1202NH,SB,2012-01-27,32.65383,-117.26783,5.0,1.0,F,2012-01-27
CalCOFI1202NH,SB,2012-01-27,32.66067,-117.27567,,1.0,E,2012-01-27
CalCOFI1202NH,SB,2012-01-27,32.66833,-117.27233,5.0,1.0,F,2012-01-27
CalCOFI1202NH,SB,2012-01-27,32.68783,-117.29667,4.0,1.0,F,2012-01-27
CalCOFI1202NH,SB,2012-01-27,32.74833,-117.30067,4.0,1.0,F,2012-01-27
CalCOFI1202NH,SB,2012-01-27,32.75483,-117.3025,4.0,2.0,F,2012-01-27
CalCOFI1202NH,SB,2012-01-27,32.78817,-117.313,4.0,1.0,F,2012-01-27
