cruise,event_code,datetime_utc,date,year,month,day_of_year,latitude,longitude,obs_quality,visibility_mi,precipitation,cloud_pct,wind_dir_deg,wind_speed_kt,beaufort,swell_ft,is_sighting,is_cetacean,is_large_whale,species_code,species_common,species_scientific,species_group,count_best,count_min,count_max,calf_count,behavior_primary,cue,is_on_effort,is_on_transect,ship_heading_deg,sighting_bearing_deg,comments
CalCOFI1501NH,SB,2015-01-23 20:13:00,2015-01-23,2015,1,23,32.47467,-121.40633,F,7.0,CL,5.0,350.0,10.0,4.0,3.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,17.0,14.0,20.0,0.0,"2, 5, 8",1,True,True,240.0,245.0,
CalCOFI1501NH,SB,2015-01-23 21:11:00,2015-01-23,2015,1,23,32.39667,-121.56167,G,7.0,CL,5.0,350.0,10.0,4.0,3.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,40.0,30.0,55.0,6.0,"2 , 5, 8",3,True,True,240.0,225.0,6-7 juveniles 
CalCOFI1501NH,SB,2015-01-24 00:11:00,2015-01-24,2015,1,24,32.29683,-121.76633,F,7.0,CL,20.0,340.0,13.0,4.0,4.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,27.0,25.0,40.0,0.0,"2, 5, 8",3,True,True,240.0,200.0,
CalCOFI1501NH,SB,2015-01-24 01:07:00,2015-01-24,2015,1,24,32.2235,-121.91867,F,7.0,CL,20.0,240.0,13.0,4.0,4.0,True,True,True,USW,Unidentified Small Whale,,large_whale,2.0,2.0,2.0,,1,3,True,True,240.0,200.0,small stoubt blows small whale
CalCOFI1501NH,SB,2015-01-25 15:01:00,2015-01-25,2015,1,25,32.84333,-122.25383,G,7.0,CL,0.0,15.0,7.0,2.0,3.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,6.0,5.0,10.0,0.0,"2, 5, 8",1,True,True,60.0,75.0,
CalCOFI1501NH,SB,2015-01-25 15:40:00,2015-01-25,2015,1,25,32.87337,-122.16906,G,7.0,CL,0.0,15.0,7.0,2.0,3.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,32.0,27.0,44.0,0.0,"1, 2",1,True,True,60.0,55.0,
CalCOFI1501NH,SB,2015-01-25 18:11:00,2015-01-25,2015,1,25,32.92833,-122.09267,G,7.0,CL,0.0,15.0,10.0,3.0,3.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,12.0,8.0,20.0,,"1, 2, 8",1,True,True,60.0,90.0,
CalCOFI1501NH,SB,2015-01-25 18:24:00,2015-01-25,2015,1,25,32.94617,-122.05983,G,7.0,CL,0.0,15.0,10.0,3.0,3.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,33.0,28.0,40.0,0.0,"1, 2, 5, 8",1,True,True,60.0,25.0,
CalCOFI1501NH,SB,2015-01-25 19:40:00,2015-01-25,2015,1,25,33.04717,-121.85583,G,7.0,CL,0.0,30.0,5.0,2.0,3.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,15.0,11.0,20.0,,"3, 5, 8",1,True,True,60.0,110.0,
CalCOFI1501NH,SB,2015-01-25 20:36:00,2015-01-25,2015,1,25,33.12217,-121.7015,G,7.0,CL,0.0,30.0,5.0,2.0,3.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,2.0,1.0,2.0,0.0,8,2,True,True,60.0,20.0,pec and tail slapping and breaching
CalCOFI1501NH,SB,2015-01-25 20:46:00,2015-01-25,2015,1,25,33.1385,-121.67583,G,7.0,CL,0.0,30.0,5.0,2.0,3.0,True,True,False,DSP,Delphinus sp.,Delphinus sp.,dolphin,10.0,5.0,15.0,,2,1,True,True,330.0,130.0,"left transect line to investigate jumping Mn, deploy sona buoy"
CalCOFI1501NH,SB,2015-01-25 21:14:00,2015-01-25,2015,1,25,33.18535,-121.63355,G,7.0,PC,20.0,30.0,5.0,2.0,3.0,True,True,False,UD,Unidentified Dolphin,,dolphin,10.0,5.0,15.0,,1,1,True,True,70.0,120.0,
CalCOFI1501NH,SB,2015-01-25 21:52:00,2015-01-25,2015,1,25,33.22217,-121.51533,G,7.0,PC,20.0,30.0,5.0,2.0,3.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,83.0,70.0,115.0,6.0,"1, 2",1,True,True,75.0,95.0,
CalCOFI1501NH,SB,2015-01-26 00:22:00,2015-01-26,2015,1,26,33.27183,-121.42017,G,7.0,PC,60.0,30.0,6.0,2.0,3.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,1.0,1.0,1.0,0.0,1,3,True,True,60.0,30.0,
CalCOFI1501NH,SB,2015-01-26 00:22:00,2015-01-26,2015,1,26,33.27183,-121.42017,G,7.0,PC,60.0,30.0,6.0,2.0,3.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,4.0,4.0,7.0,,1,3,True,True,60.0,30.0,
CalCOFI1501NH,SB,2015-01-26 00:46:00,2015-01-26,2015,1,26,33.3125,-121.34067,G,7.0,PC,60.0,30.0,6.0,2.0,3.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,45.0,31.0,55.0,,"8, 2, 5",3,True,True,60.0,30.0,
CalCOFI1501NH,SB,2015-01-26 15:03:00,2015-01-26,2015,1,26,33.92183,-119.80517,P,7.0,OV,90.0,40.0,2.0,1.0,1.0,True,True,False,DC,Long-beaked Common Dolphin,Delphinus capensis,dolphin,2600.0,2300.0,3000.0,17.0,"1, 2, 8, 5",3,True,True,80.0,30.0,
CalCOFI1501NH,SB,2015-01-26 15:23:00,2015-01-26,2015,1,26,33.93283,-119.74033,G,7.0,OV,90.0,60.0,4.0,2.0,1.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,1.0,1.0,1.0,0.0,"1, 34",3,True,True,80.0,160.0,
CalCOFI1501NH,SB,2015-01-26 15:50:00,2015-01-26,2015,1,26,33.95,-119.651,G,7.0,OV,90.0,60.0,4.0,2.0,1.0,True,True,False,TT,Bottlenose Dolphin,Tursiops truncatus,dolphin,5.0,5.0,10.0,0.0,"1, 8",3,True,True,80.0,120.0,
CalCOFI1501NH,SB,2015-01-26 15:54:00,2015-01-26,2015,1,26,33.95267,-119.6395,G,7.0,OV,90.0,60.0,4.0,2.0,1.0,True,True,False,DC,Long-beaked Common Dolphin,Delphinus capensis,dolphin,3300.0,3000.0,4000.0,26.0,"4, 8, 1, 5",3,True,True,80.0,110.0,
CalCOFI1501NH,SB,2015-01-26 16:28:00,2015-01-26,2015,1,26,33.98017,-119.52967,G,7.0,OV,90.0,60.0,4.0,2.0,1.0,True,True,True,ER,Gray Whale,Eschrichtius robustus,large_whale,5.0,5.0,6.0,0.0,"1, 34",2,True,True,45.0,50.0,
CalCOFI1501NH,SB,2015-01-26 16:37:00,2015-01-26,2015,1,26,33.99617,-119.51333,G,7.0,OV,90.0,60.0,4.0,2.0,1.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,2.0,1.0,2.0,0.0,"34, 1",2,True,True,40.0,90.0,
CalCOFI1501NH,SB,2015-01-26 16:42:00,2015-01-26,2015,1,26,34.0075,-119.50183,G,7.0,OV,90.0,60.0,4.0,2.0,1.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,2.0,,1,2,True,True,40.0,110.0,
CalCOFI1501NH,SB,2015-01-26 16:46:00,2015-01-26,2015,1,26,34.0155,-119.4935,G,7.0,OV,90.0,60.0,4.0,2.0,1.0,True,True,True,ER,Gray Whale,Eschrichtius robustus,large_whale,2.0,2.0,2.0,0.0,"1, 34",2,True,True,45.0,345.0,ship position changed. 
CalCOFI1501NH,SB,2015-01-26 16:56:00,2015-01-26,2015,1,26,34.03933,-119.48633,G,7.0,OV,90.0,310.0,3.0,2.0,1.0,True,True,True,ER,Gray Whale,Eschrichtius robustus,large_whale,4.0,3.0,5.0,,"1, 34",2,True,True,0.0,305.0,
CalCOFI1501NH,SB,2015-01-26 17:17:00,2015-01-26,2015,1,26,34.09617,-119.49517,G,7.0,OV,90.0,310.0,3.0,2.0,1.0,True,True,False,DC,Long-beaked Common Dolphin,Delphinus capensis,dolphin,15.0,15.0,20.0,2.0,"1, 5",3,True,True,350.0,10.0,
CalCOFI1501NH,SB,2015-01-26 17:42:00,2015-01-26,2015,1,26,34.16783,-119.50683,G,7.0,OV,80.0,310.0,2.0,1.0,1.0,True,True,False,DC,Long-beaked Common Dolphin,Delphinus capensis,dolphin,22.0,19.0,30.0,3.0,"9, 1, 5",3,True,True,350.0,10.0,
CalCOFI1501NH,SB,2015-01-26 21:53:00,2015-01-26,2015,1,26,34.25,-119.35267,G,6.0,HZ,90.0,210.0,2.0,1.0,1.0,True,True,False,TT,Bottlenose Dolphin,Tursiops truncatus,dolphin,1.0,1.0,1.0,0.0,1,3,True,False,290.0,260.0,
CalCOFI1501NH,SB,2015-01-26 21:57:00,2015-01-26,2015,1,26,34.27017,-119.36417,G,6.0,HZ,90.0,210.0,2.0,1.0,1.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,310.0,300.0,390.0,50.0,"1, 5",3,True,False,290.0,290.0,dolphins are wide spread
CalCOFI1501NH,SB,2015-01-26 22:54:00,2015-01-26,2015,1,26,34.32167,-119.54417,G,6.0,OV,100.0,210.0,2.0,1.0,1.0,True,True,False,LO,Pacific White-sided Dolphin,Lagenorhynchus obliquidens,dolphin,55.0,47.0,65.0,0.0,"1, 5",3,True,False,290.0,300.0,
CalCOFI1501NH,SB,2015-01-26 23:24:00,2015-01-26,2015,1,26,34.3527,-119.63679,G,6.0,OV,100.0,210.0,2.0,1.0,1.0,True,True,False,UD,Unidentified Dolphin,,dolphin,18.0,15.0,30.0,,4,1,True,False,290.0,340.0,
CalCOFI1501NH,SB,2015-01-26 23:41:00,2015-01-26,2015,1,26,34.37025,-119.68835,G,6.0,OV,100.0,210.0,2.0,1.0,1.0,True,True,False,UD,Unidentified Dolphin,,dolphin,230.0,200.0,250.0,,"2,8",3,True,False,290.0,240.0,most likely Dsp.
CalCOFI1501NH,SB,2015-01-26 23:52:00,2015-01-26,2015,1,26,34.38017,-119.71967,G,6.0,OV,100.0,210.0,7.0,3.0,1.0,True,True,False,DSP,Delphinus sp.,Delphinus sp.,dolphin,2.0,2.0,4.0,0.0,"2, 4",3,True,False,290.0,245.0,
CalCOFI1501NH,SB,2015-01-27 18:58:00,2015-01-27,2015,1,27,33.996,-121.46783,G,7.0,PC,50.0,70.0,7.0,2.0,3.0,True,True,False,UNID_CETAC,Unidentified Cetacean,,cetacean_unid,1.0,1.0,1.0,,8,3,True,True,240.0,175.0,juvenile dwarf sperm whale or possible pygmy sperm whale jumped out of water.  5ft long.
CalCOFI1501NH,SB,2015-01-27 19:57:00,2015-01-27,2015,1,27,33.885,-121.62217,G,7.0,PC,50.0,20.0,7.0,2.0,3.0,True,True,False,LB,Northern Right Whale Dolphin,Lissodelphis borealis,dolphin,8.0,6.0,15.0,0.0,1,3,True,True,240.0,290.0,
CalCOFI1501NH,SB,2015-01-27 21:14:00,2015-01-27,2015,1,27,33.819,-121.8365,G,7.0,PC,60.0,70.0,7.0,2.0,3.0,True,True,False,UD,Unidentified Dolphin,,dolphin,15.0,10.0,30.0,,"8, 2",3,True,True,240.0,220.0,
CalCOFI1501NH,SB,2015-01-27 23:46:00,2015-01-27,2015,1,27,33.78733,-121.9025,G,7.0,PC,60.0,70.0,4.0,1.0,3.0,True,True,False,LB,Northern Right Whale Dolphin,Lissodelphis borealis,dolphin,7.0,5.0,11.0,0.0,"2, 1 ",3,True,True,240.0,200.0,Lb in multiple species group with Dd
CalCOFI1501NH,SB,2015-01-27 23:46:00,2015-01-27,2015,1,27,33.78733,-121.9025,G,7.0,PC,60.0,70.0,4.0,1.0,3.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,4600.0,4200.0,5500.0,8.0,"2, 1, 8, 5",3,True,True,240.0,210.0,Dd in multiple species group with Lb. Observed dolphins for over 2 hours from the boat to the horizon in patchy groups.  Still saw groupings after the sun set.  
CalCOFI1501NH,SB,2015-01-28 16:00:00,2015-01-28,2015,1,28,32.825,-123.85017,G,7.0,OV,100.0,20.0,10.0,3.0,3.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,7.0,7.0,10.0,0.0,"8, 2",1,True,True,240.0,200.0,
CalCOFI1501NH,SB,2015-01-28 19:17:00,2015-01-28,2015,1,28,32.83017,-123.91617,G,7.0,OV,100.0,20.0,9.0,3.0,2.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,38.0,30.0,50.0,3.0,"1, 2, 5, 8",3,True,False,330.0,330.0,leave line 80 station 100. going north to line 77 station 100.  Array deployed.  Off shore no standard transect.
CalCOFI1501NH,SB,2015-01-28 20:08:00,2015-01-28,2015,1,28,32.93767,-123.99567,G,7.0,OV,100.0,30.0,11.0,3.0,2.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,87.0,75.0,120.0,3.0,"1, 2, 5, 8",3,True,False,330.0,20.0,
CalCOFI1501NH,SB,2015-01-28 21:19:00,2015-01-28,2015,1,28,33.09383,-124.11067,G,7.0,PC,60.0,30.0,11.0,3.0,3.0,True,True,False,UD,Unidentified Dolphin,,dolphin,1.0,1.0,1.0,0.0,5,1,True,False,333.0,320.0,
CalCOFI1501NH,SB,2015-01-28 22:09:00,2015-01-28,2015,1,28,33.21,-124.19617,G,7.0,PC,80.0,30.0,11.0,3.0,3.0,True,True,True,PM,Sperm Whale,Physeter macrocephalus,large_whale,5.0,5.0,7.0,,"9, 24",2,True,False,333.0,260.0,
CalCOFI1501NH,SB,2015-01-28 22:34:00,2015-01-28,2015,1,28,33.26133,-124.2325,G,7.0,PC,70.0,30.0,11.0,3.0,3.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,575.0,510.0,650.0,6.0,"1, 2, 5, 8",3,True,False,333.0,94.0,"very spread out, in groups of 2 to 20."
CalCOFI1501NH,SB,2015-01-29 17:35:00,2015-01-29,2015,1,29,34.29583,-122.4345,P,6.0,PC,30.0,10.0,19.0,5.0,6.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,5.0,5.0,5.0,0.0,"2, 8, 5",3,True,True,60.0,130.0,
CalCOFI1501NH,SB,2015-01-29 23:18:00,2015-01-29,2015,1,29,34.57333,-121.8795,P,6.0,OV,90.0,340.0,19.0,5.0,6.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,1.0,,1,2,True,True,60.0,70.0,
CalCOFI1501NH,SB,2015-01-30 14:54:00,2015-01-30,2015,1,30,35.35867,-121.04117,F,5.0,HF,60.0,260.0,9.0,3.0,6.0,True,True,False,DC,Long-beaked Common Dolphin,Delphinus capensis,dolphin,45.0,40.0,58.0,0.0,"2, 8, 5",3,True,False,325.0,0.0,begin day. Going to station 73 50 from station 77 49. array deployed
CalCOFI1501NH,SB,2015-01-30 15:39:00,2015-01-30,2015,1,30,35.4395,-121.10267,F,5.0,HF,60.0,260.0,9.0,3.0,6.0,True,True,True,ER,Gray Whale,Eschrichtius robustus,large_whale,1.0,1.0,1.0,0.0,1,1,True,False,325.0,25.0,
CalCOFI1501NH,SB,2015-01-30 15:43:00,2015-01-30,2015,1,30,35.44767,-121.1095,F,3.0,HF,60.0,260.0,9.0,3.0,6.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,2.0,,1,2,True,False,325.0,265.0,
CalCOFI1501NH,SB,2015-01-30 15:58:00,2015-01-30,2015,1,30,35.44533,-121.13383,F,6.0,HF,60.0,260.0,9.0,3.0,6.0,True,True,False,DSP,Delphinus sp.,Delphinus sp.,dolphin,3.0,3.0,5.0,0.0,1,2,True,False,325.0,330.0,
CalCOFI1501NH,SB,2015-01-30 16:04:00,2015-01-30,2015,1,30,35.49233,-121.1445,F,6.0,HF,60.0,260.0,9.0,3.0,6.0,True,True,False,DSP,Delphinus sp.,Delphinus sp.,dolphin,7.0,7.0,10.0,0.0,"2, 5",3,True,False,325.0,350.0,
CalCOFI1501NH,SB,2015-01-30 16:59:00,2015-01-30,2015,1,30,35.6065,-121.2335,F,5.0,LF,30.0,260.0,8.0,3.0,6.0,True,True,True,ER,Gray Whale,Eschrichtius robustus,large_whale,1.0,1.0,1.0,0.0,1,2,True,False,325.0,310.0,
CalCOFI1501NH,SB,2015-01-30 17:09:00,2015-01-30,2015,1,30,35.62533,-121.24883,F,5.0,LF,20.0,260.0,8.0,3.0,6.0,True,True,True,ER,Gray Whale,Eschrichtius robustus,large_whale,1.0,1.0,2.0,,1,2,True,False,325.0,300.0,
CalCOFI1501NH,SB,2015-01-30 18:34:00,2015-01-30,2015,1,30,35.63167,-121.30817,G,5.0,HZ,0.0,300.0,8.0,3.0,8.0,True,True,False,DC,Long-beaked Common Dolphin,Delphinus capensis,dolphin,47.0,42.0,60.0,,"1, 8",3,True,True,240.0,220.0,
CalCOFI1501NH,SB,2015-01-30 18:39:00,2015-01-30,2015,1,30,35.62367,-121.32283,G,5.0,HZ,0.0,300.0,8.0,3.0,8.0,True,True,True,ER,Gray Whale,Eschrichtius robustus,large_whale,2.0,2.0,2.0,0.0,1,2,True,True,240.0,200.0,
CalCOFI1501NH,SB,2015-01-30 20:19:00,2015-01-30,2015,1,30,35.48433,-121.58917,P,6.0,PC,55.0,315.0,22.0,5.0,8.0,True,True,False,DSP,Delphinus sp.,Delphinus sp.,dolphin,5.0,3.0,7.0,0.0,"8, 2, 5",3,True,True,240.0,300.0,
CalCOFI1501NH,SB,2015-01-30 22:56:00,2015-01-30,2015,1,30,35.41467,-121.749,P,6.0,OV,100.0,315.0,24.0,5.0,8.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,1.0,0.0,1,2,True,True,240.0,260.0,most like Mn
CalCOFI1501NH,SB,2015-02-01 17:41:00,2015-02-01,2015,2,32,35.58233,-123.033,G,7.0,PC,40.0,340.0,13.0,3.0,3.0,True,True,False,UD,Unidentified Dolphin,,dolphin,40.0,30.0,70.0,,"8, 1",1,True,True,60.0,10.0,
CalCOFI1501NH,SB,2015-02-01 18:21:00,2015-02-01,2015,2,32,35.629,-122.92467,G,7.0,PC,65.0,340.0,13.0,3.0,3.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,1.0,0.0,1,2,True,True,60.0,30.0,dark hump back.  Most like Mn or Pm
CalCOFI1501NH,SB,2015-02-01 18:54:00,2015-02-01,2015,2,32,35.66717,-122.82817,G,7.0,PC,30.0,340.0,10.0,3.0,3.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,1.0,1.0,1.0,0.0,1,3,True,True,60.0,45.0,
CalCOFI1501NH,SB,2015-02-01 19:33:00,2015-02-01,2015,2,32,35.72433,-122.729,G,7.0,PC,30.0,340.0,10.0,2.0,3.0,True,True,False,LB,Northern Right Whale Dolphin,Lissodelphis borealis,dolphin,8.0,6.0,12.0,0.0,8,3,True,True,60.0,50.0,
CalCOFI1501NH,SB,2015-02-01 20:59:00,2015-02-01,2015,2,32,35.83233,-122.4795,G,7.0,OV,100.0,300.0,8.0,3.0,3.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,2.0,2.0,3.0,,"1, 34",2,True,True,60.0,10.0,
CalCOFI1501NH,SB,2015-02-01 21:06:00,2015-02-01,2015,2,32,35.84117,-122.46033,G,7.0,OV,100.0,300.0,8.0,3.0,3.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,3.0,3.0,3.0,1.0,"1, 34",2,True,True,60.0,340.0,
CalCOFI1501NH,SB,2015-02-02 15:29:00,2015-02-02,2015,2,33,36.92333,-122.03283,G,7.0,CL,5.0,350.0,2.0,2.0,1.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,1.0,0.0,1,2,True,False,210.0,285.0,most like Er by blow
CalCOFI1501NH,SB,2015-02-02 15:29:00,2015-02-02,2015,2,33,36.92333,-122.03283,G,7.0,CL,5.0,350.0,2.0,2.0,1.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,1.0,0.0,1,2,True,False,210.0,160.0,most like Er by blow
CalCOFI1501NH,SB,2015-02-02 15:34:00,2015-02-02,2015,2,33,36.90933,-122.05067,G,7.0,CL,5.0,350.0,2.0,2.0,1.0,True,True,False,DSP,Delphinus sp.,Delphinus sp.,dolphin,25.0,18.0,35.0,,8,3,True,False,210.0,290.0,most likely Dc
CalCOFI1501NH,SB,2015-02-02 16:00:00,2015-02-02,2015,2,33,36.86183,-122.10683,G,7.0,CL,5.0,350.0,2.0,2.0,2.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,1.0,,1,2,True,False,225.0,145.0,most like Er by blow
CalCOFI1501NH,SB,2015-02-02 16:10:00,2015-02-02,2015,2,33,36.84183,-122.13117,G,7.0,CL,5.0,350.0,2.0,2.0,2.0,True,True,True,ER,Gray Whale,Eschrichtius robustus,large_whale,1.0,1.0,2.0,0.0,1,2,True,False,225.0,305.0,
CalCOFI1501NH,SB,2015-02-02 16:10:00,2015-02-02,2015,2,33,36.84183,-122.13117,G,7.0,CL,5.0,350.0,2.0,2.0,2.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,1.0,0.0,1,2,True,False,225.0,145.0,most likely not an Er by blow.
CalCOFI1501NH,SB,2015-02-02 16:15:00,2015-02-02,2015,2,33,36.832,-122.143,G,7.0,CL,5.0,350.0,2.0,2.0,2.0,True,True,True,ER,Gray Whale,Eschrichtius robustus,large_whale,3.0,3.0,3.0,,1,2,True,False,225.0,248.0,
CalCOFI1501NH,SB,2015-02-02 16:56:00,2015-02-02,2015,2,33,36.75467,-122.24067,G,7.0,PC,30.0,350.0,2.0,2.0,2.0,True,True,True,OO,Killer Whale (Orca),Orcinus orca,large_whale,7.0,7.0,9.0,,"1, 8",2,True,False,225.0,160.0,"1 adult male, 2-3 juveniles."
CalCOFI1501NH,SB,2015-02-02 20:26:00,2015-02-02,2015,2,33,36.58217,-122.52717,F,5.0,LF,50.0,330.0,10.0,3.0,2.0,True,True,False,PD,Dall's Porpoise,Phocoenoides dalli,dolphin,3.0,2.0,4.0,,9,1,True,True,240.0,225.0,
CalCOFI1501NH,SB,2015-02-02 21:20:00,2015-02-02,2015,2,33,36.49783,-122.68017,F,5.0,LF,30.0,330.0,10.0,3.0,3.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,1.0,,8,1,True,True,235.0,280.0,most like Mn
CalCOFI1501NH,SB,2015-02-03 17:09:00,2015-02-03,2015,2,34,35.51333,-124.93517,P,0.8,HF,100.0,10.0,7.0,2.0,2.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,18.0,12.0,25.0,,"2, 8, 5",3,True,False,320.0,30.0,
CalCOFI1501NH,SB,2015-02-03 17:25:00,2015-02-03,2015,2,34,35.55167,-124.96567,P,1.0,HF,100.0,10.0,7.0,2.0,4.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,48.0,40.0,55.0,,"2, 8, 5",3,True,False,320.0,0.0,Large cargo ship
CalCOFI1501NH,SB,2015-02-03 19:30:00,2015-02-03,2015,2,34,35.834,-125.18317,P,1.0,HF,120.0,10.0,8.0,2.0,5.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,19.0,15.0,24.0,0.0,"2, 5, 8",3,True,False,325.0,265.0,
CalCOFI1501NH,SB,2015-02-03 20:15:00,2015-02-03,2015,2,34,35.93817,-125.25917,P,3.0,HF,90.0,10.0,8.0,2.0,5.0,True,True,False,DSP,Delphinus sp.,Delphinus sp.,dolphin,5.0,4.0,7.0,0.0,"2, 5, 8",3,True,False,325.0,270.0,
CalCOFI1501NH,SB,2015-02-03 21:00:00,2015-02-03,2015,2,34,36.03467,-125.334,P,3.0,HF,90.0,10.0,8.0,2.0,5.0,True,True,False,LB,Northern Right Whale Dolphin,Lissodelphis borealis,dolphin,2.0,2.0,3.0,0.0,"1, 5",3,True,False,325.0,310.0,
CalCOFI1501NH,SB,2015-02-03 21:00:00,2015-02-03,2015,2,34,36.03467,-125.334,P,3.0,HF,90.0,10.0,8.0,2.0,5.0,True,True,False,DSP,Delphinus sp.,Delphinus sp.,dolphin,4.0,3.0,5.0,0.0,1,3,True,False,325.0,310.0,
CalCOFI1501NH,SB,2015-02-04 16:12:00,2015-02-04,2015,2,35,37.093,-123.08767,P,5.0,HF,100.0,120.0,6.0,2.0,2.0,True,True,False,DSP,Delphinus sp.,Delphinus sp.,dolphin,2.0,2.0,2.0,0.0,"2, 5",1,True,True,60.0,160.0,
CalCOFI1501NH,SB,2015-02-04 21:46:00,2015-02-04,2015,2,35,37.32683,-122.62683,P,6.0,OV,100.0,190.0,18.0,4.0,4.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,2.0,,1,2,True,False,325.0,50.0,
CalCOFI1501NH,SB,2015-02-04 22:17:00,2015-02-04,2015,2,35,37.38433,-122.67517,P,6.0,OV,100.0,190.0,18.0,4.0,4.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,2.0,2.0,3.0,1.0,1,2,True,False,325.0,335.0,Mn or Er by blow.
CalCOFI1501NH,SB,2015-02-04 22:25:00,2015-02-04,2015,2,35,37.41217,-122.69983,P,6.0,OV,100.0,190.0,16.0,4.0,4.0,True,True,True,ER,Gray Whale,Eschrichtius robustus,large_whale,3.0,3.0,3.0,0.0,"1, 34",2,True,False,325.0,340.0,
CalCOFI1501NH,SB,2015-02-05 00:01:00,2015-02-05,2015,2,36,37.61683,-122.8915,F,6.0,OV,100.0,190.0,11.0,3.0,4.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,1.0,0.0,1,2,True,False,330.0,335.0,
CalCOFI1501NH,SB,2015-02-05 00:50:00,2015-02-05,2015,2,36,37.72617,-122.98217,F,6.0,OV,100.0,190.0,11.0,3.0,4.0,True,True,True,ER,Gray Whale,Eschrichtius robustus,large_whale,3.0,3.0,3.0,0.0,"34, 1",2,True,False,315.0,340.0,
CalCOFI1501NH,SB,2015-02-07 15:52:00,2015-02-07,2015,2,38,33.126,-118.2415,G,7.0,CL,0.0,160.0,4.0,2.0,2.0,True,True,False,GG,Risso's Dolphin,Grampus griseus,dolphin,2.0,2.0,2.0,0.0,1,3,True,False,120.0,200.0,observers back outside
CalCOFI1501NH,SB,2015-02-07 18:52:00,2015-02-07,2015,2,38,32.8655,-117.72617,G,7.0,CL,0.0,270.0,6.0,2.0,2.0,True,True,True,ER,Gray Whale,Eschrichtius robustus,large_whale,3.0,3.0,5.0,0.0,"1, 34",2,True,False,130.0,125.0,North Bound
CalCOFI1501NH,SB,2015-02-07 19:15:00,2015-02-07,2015,2,38,32.83067,-117.6595,G,7.0,CL,0.0,270.0,6.0,2.0,2.0,True,True,True,ER,Gray Whale,Eschrichtius robustus,large_whale,4.0,4.0,4.0,0.0,"1, 34",2,True,False,130.0,140.0,south bound
CalCOFI1501NH,SB,2015-02-07 20:07:00,2015-02-07,2015,2,38,32.75383,-117.50933,G,6.0,LF,40.0,330.0,8.0,3.0,2.0,True,True,True,ER,Gray Whale,Eschrichtius robustus,large_whale,1.0,1.0,1.0,0.0,1,2,True,False,125.0,210.0,
CalCOFI1504NH,SB,2015-04-04 17:55:00,2015-04-04,2015,4,94,32.874,-117.34,G,6.0,PC,50.0,340.0,3.0,2.0,3.0,True,True,False,DSP,Delphinus sp.,Delphinus sp.,dolphin,15.0,12.0,19.0,,2,1,True,False,20.0,340.0,
