cruise,event_code,datetime_utc,date,year,month,day_of_year,latitude,longitude,obs_quality,visibility_mi,precipitation,cloud_pct,wind_dir_deg,wind_speed_kt,beaufort,swell_ft,is_sighting,is_cetacean,is_large_whale,species_code,species_common,species_scientific,species_group,count_best,count_min,count_max,calf_count,behavior_primary,cue,is_on_effort,is_on_transect,ship_heading_deg,sighting_bearing_deg,comments
CalCOFI0504NH,B,2005-04-27 13:25:00,2005-04-27,2005,4,117,34.33467,-120.75533,G,10.0,OV,90.0,,,1.0,1.0,True,True,False,LO,Pacific White-sided Dolphin,Lagenorhynchus obliquidens,dolphin,96.0,,,,2,,True,True,245.0,273.0,"Travelling with Lag's, original school size for LO=16, LB=80--combined 2005NOV22-ABD "
CalCOFI0901NH,B,2009-01-16 15:23:00,2009-01-16,2009,1,16,31.73483,-122.91817,,,,,,,,,True,True,False,DSP,Delphinus sp.,Delphinus sp.,dolphin,13.0,11.0,16.0,0.0,1,1,True,True,,281.0,"SLOW TRAVEL NEAR VESSEL, BUT MOVED OFF. DORSAL FINS JUST BREAKING THE SURFACE-SHARKING."
CalCOFI1008NH,B,2010-08-05 14:20:00,2010-08-05,2010,8,217,33.01267,-118.81667,G,1.0,OV,100.0,,,4.0,5.0,True,True,False,UD,Unidentified Dolphin,,dolphin,1.0,,,0.0,,2,True,True,56.0,120.0,
CalCOFI1008NH,B,2010-08-14 13:33:00,2010-08-14,2010,8,226,32.90581,-123.96072,G,1.0,OV,100.0,,,2.0,5.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,,,0.0,,1,True,False,325.0,290.0,
CalCOFI1301SH,B,2013-01-21 15:20:00,2013-01-21,2013,1,21,33.41683,-121.08367,G,6.0,HZ,6.0,324.0,7.0,3.0,2.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,5.0,5.0,6.0,,1,2,True,True,60.0,0.0,BEGIN DAY. 2 OBSERVERS. NO ARRAY. IN TRANSIT TO 83/60. HEADING EAST.
CalCOFI1304SH,B,2013-04-06 22:44:00,2013-04-06,2013,4,96,32.69867,-117.2315,G,6.0,CL,5.0,186.0,7.0,2.0,2.0,True,True,False,TT,Bottlenose Dolphin,Tursiops truncatus,dolphin,5.0,4.0,6.0,0.0,,1,True,False,185.0,170.0,"begin cruise, leave port San Diego, going to SCCOOSE station 93/26.4.  Off transect line."
CalCOFI1402SH,B,2014-01-31 15:12:00,2014-01-31,2014,1,31,30.79533,-121.728,G,6.0,OV,90.0,340.0,9.0,3.0,4.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,79.0,62.0,90.0,,2,2,True,True,240.0,190.0,Begin day.  Array deployed.  Leaving station 93/90.  Going to station 93/100.  
CalCOFI1404OS,B,2014-04-09 14:06:00,2014-04-09,2014,4,99,32.7855,-120.7685,F,6.0,OV,100.0,315.0,13.0,4.0,4.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,60.0,50.0,70.0,0.0,5,3,True,True,240.0,240.0,"Begin day.  No array.  Leaving station 87/60, going to station 87/70."
CalCOFI1404OS,B,2014-04-13 15:20:00,2014-04-13,2014,4,103,34.4365,-120.562,G,6.0,OV,100.0,300.0,10.0,3.0,3.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,1.0,1.0,1.0,0.0,1,2,True,True,230.0,220.0,"Begin day.  No array.  Leaving station 80/51, going to station 80/55.  "
CalCOFI1501NH,B,2015-01-30 14:54:00,2015-01-30,2015,1,30,35.35867,-121.04117,F,5.0,HF,60.0,260.0,9.0,3.0,6.0,True,True,False,DC,Long-beaked Common Dolphin,Delphinus capensis,dolphin,45.0,40.0,58.0,0.0,"2, 8, 5",3,True,False,325.0,0.0,begin day. Going to station 73 50 from station 77 49. Non-standard coastal transect. array deployed
CalCOFI1507OC,B,2015-07-13 13:19:00,2015-07-13,2015,7,194,30.58183,-123.67583,G,7.0,CL,10.0,340.0,7.0,2.0,2.0,True,True,False,UD,Unidentified Dolphin,,dolphin,17.0,13.0,21.0,,2,3,True,True,52.0,75.0,"Begin day.  Array deployed.  In transit from station 90/120, going east to station 90/110."
CalCOFI1507OC,B,2015-07-19 15:10:00,2015-07-19,2015,7,200,34.28817,-120.0305,E,6.0,HZ,15.0,260.0,7.0,1.0,1.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,270.0,240.0,300.0,6.0,1,3,True,False,294.0,270.0,"begin day.  Leaving station 82/47, going to SCCOOS 80/50.5.  Array deployed."
CalCOFI1507OC,B,2015-07-22 13:15:00,2015-07-22,2015,7,203,34.2595,-120.73867,G,7.0,OV,100.0,30.0,8.0,3.0,2.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,4.0,0.0,1,2,True,False,140.0,175.0,Begin day.  Array deployed.  Transiting south to station 83/51.  Off-transect.
CalCOFI1511OC,B,2015-11-08 15:05:00,2015-11-08,2015,11,312,35.10959,-120.80486,F,6.0,CL,20.0,107.0,10.0,3.0,4.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,1.0,1.0,1.0,0.0,1,2,True,False,160.0,120.0,"Begin day. Two buoys deployed at 77/49. Leaving 77/49, going to 83/51. Off-transect, non-standard coastal."
CalCOFI1304SH,C,2013-04-23 22:04:00,2013-04-23,2013,4,113,35.20917,-121.15417,G,7.0,HZ,15.0,240.0,5.0,2.0,3.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,1.0,0.0,0,2,True,False,285.0,260.0,"oringally mis-numbered original sighting number on data sheet, so had to rename to next available sighting number."
CalCOFI1304SH,C,2013-04-23 22:07:00,2013-04-23,2013,4,113,35.21167,-121.16717,G,7.0,HZ,15.0,240.0,5.0,2.0,3.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,2.0,2.0,3.0,0.0,1,2,True,False,280.0,210.0,"oringally mis-numbered original sighting number on data sheet, so had to rename to next available sighting number."
CalCOFI1304SH,C,2013-04-23 22:18:00,2013-04-23,2013,4,113,35.21883,-121.2055,G,7.0,HZ,15.0,240.0,5.0,2.0,3.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,1.0,0.0,1,2,True,False,285.0,305.0,"oringally mis-numbered original sighting number on data sheet, so had to rename to next available sighting number."
CalCOFI1501NH,C,2015-02-07 15:52:00,2015-02-07,2015,2,38,33.126,-118.2415,G,7.0,CL,0.0,160.0,4.0,2.0,2.0,True,True,False,GG,Risso's Dolphin,Grampus griseus,dolphin,2.0,2.0,2.0,0.0,1,3,True,False,120.0,200.0,observers back outside
CalCOFI1504NH,C,2015-04-09 22:20:00,2015-04-09,2015,4,99,32.46367,-119.84083,P,6.0,CL,5.0,310.0,16.0,5.0,5.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,9.0,8.0,13.0,0.0,2,1,True,True,61.0,80.0,started seeing Vellelas
CalCOFI1507OC,C,2015-07-17 00:50:00,2015-07-17,2015,7,198,33.34729,-119.44286,G,7.0,CL,15.0,280.0,12.0,3.0,3.0,True,True,False,TT,Bottlenose Dolphin,Tursiops truncatus,dolphin,70.0,65.0,85.0,9.0,,3,True,False,320.0,320.0,observed for 15 minutes.  Note change in course to get to station 87.50 after coming around San Nicolas Island.
CalCOFI1507OC,C,2015-07-17 01:51:00,2015-07-17,2015,7,198,33.32485,-119.65262,G,7.0,PC,30.0,280.0,11.0,3.0,3.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,1.0,0.0,1,2,True,False,260.0,290.0,most likely Bp.  Note another change in course.
CalCOFI1301SH,E,2013-01-16 01:18:00,2013-01-16,2013,1,16,31.94233,-120.9265,G,7.0,CL,0.0,6.0,12.0,3.0,5.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,13.0,11.0,14.0,0.0,1,1,True,True,62.0,114.0,END DAY AT SUNSET WHILE IN TRANSIT TO 90/70.
CalCOFI1304SH,E,2013-04-27 01:13:00,2013-04-27,2013,4,117,36.41383,-122.85917,P,7.0,OV,100.0,320.0,20.0,5.0,5.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,1.0,0.0,1,2,True,True,58.0,75.0,End of day.  Line 67.
CalCOFI1504NH,E,2015-04-15 00:11:00,2015-04-15,2015,4,105,34.1725,-119.505,P,5.0,HZ,10.0,310.0,12.0,4.0,5.0,True,True,True,ZACA,Cuvier's Beaked Whale,Ziphius cavirostris,large_whale,134.0,134.0,134.0,0.0,,,True,True,350.0,,"cumulative ZACA count near shore within 50 miles, arrived at station 83 42, 2 bouys deployed"
CalCOFI1108NH,ET,2011-07-28 15:35:00,2011-07-28,2011,7,209,32.34667,-118.55383,,,,,,,,,True,True,True,ZACA,Cuvier's Beaked Whale,Ziphius cavirostris,large_whale,1.0,1.0,1.0,0.0,,,True,True,,,"Station 93/45, array retrieved and sonobuoys deployed."
CalCOFI1108NH,ET,2011-08-08 03:01:00,2011-08-08,2011,8,220,33.79255,-120.25296,,,,,,,,,True,True,False,DSP,Delphinus sp.,Delphinus sp.,dolphin,315.0,300.0,345.0,6.0,4,1,True,False,65.0,55.0,Sunset. Ending mid-transit to st.83/51. Off transect line. End of day.
CalCOFI1108NH,ET,2011-08-08 19:50:00,2011-08-08,2011,8,220,34.26417,-120.18983,,,,,,,,,True,True,True,ZACA,Cuvier's Beaked Whale,Ziphius cavirostris,large_whale,8.0,8.0,8.0,0.0,1,,True,False,,,Cumulative in-shore sea lion count.
CalCOFI1108NH,ET,2011-08-13 03:04:00,2011-08-13,2011,8,225,34.21667,-120.13567,,,,,,,,,True,True,True,ZACA,Cuvier's Beaked Whale,Ziphius cavirostris,large_whale,5.0,5.0,5.0,0.0,,,True,False,105.0,,"Sunset, ending mid-transit to Port San Diego. "
CalCOFI1210NH,ET,2012-10-19 21:45:00,2012-10-19,2012,10,293,32.95591,-117.30395,G,6.0,OV,100.0,286.0,6.0,2.0,3.0,True,True,True,ZACA,Cuvier's Beaked Whale,Ziphius cavirostris,large_whale,12.0,12.0,12.0,0.0,,,True,False,,,On station 93-26.7.  No array.
CalCOFI1210NH,ET,2012-10-27 21:21:00,2012-10-27,2012,10,301,33.09473,-119.94248,F,7.0,CL,0.0,323.0,13.0,4.0,6.0,True,True,True,ZACA,Cuvier's Beaked Whale,Ziphius cavirostris,large_whale,10.0,10.0,10.0,0.0,,,True,False,320.0,,Accumulative ZACA count w/in 50 miles of shore.
CalCOFI1301SH,ET,2013-01-16 01:18:00,2013-01-16,2013,1,16,31.94233,-120.9265,G,7.0,CL,0.0,6.0,12.0,3.0,5.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,13.0,11.0,14.0,0.0,1,1,True,True,62.0,114.0,END DAY AT SUNSET WHILE IN TRANSIT TO 90/70.
CalCOFI1301SH,ET,2013-01-16 19:04:00,2013-01-16,2013,1,16,32.88217,-119.022,G,7.0,CL,0.0,344.0,4.0,2.0,4.0,True,True,True,ZACA,Cuvier's Beaked Whale,Ziphius cavirostris,large_whale,7.0,7.0,7.0,0.0,,,True,True,66.0,,"CUMULATIVE ZACA COUNT W/IN 50 NM OF SHORE. STOPPED AT STATION 90/45 EARLY DUE TO NAVY OPS. ARRAY ON BOARD, NO BUOYS."
CalCOFI1304SH,ET,2013-04-20 00:23:00,2013-04-20,2013,4,110,33.74567,-120.40467,P,6.0,HZ,15.0,305.0,17.0,4.0,5.0,True,True,True,ZACA,Cuvier's Beaked Whale,Ziphius cavirostris,large_whale,1.0,1.0,1.0,0.0,,,True,True,64.0,,"Accumulative ZaCa count, nearshore, within 50 miles of land."
CalCOFI1304SH,ET,2013-04-27 01:13:00,2013-04-27,2013,4,117,36.41383,-122.85917,P,7.0,OV,100.0,320.0,20.0,5.0,5.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,1.0,0.0,1,2,True,True,58.0,75.0,Line 67.
CalCOFI1402SH,ET,2014-02-03 19:18:00,2014-02-03,2014,2,34,32.95817,-118.52467,G,7.0,CL,18.0,80.0,3.0,2.0,2.0,True,True,True,ZACA,Cuvier's Beaked Whale,Ziphius cavirostris,large_whale,208.0,208.0,208.0,,,,True,False,188.0,,A cumulative ZaCa count near shore.  On stop for repairs on east side of San Clemente Island. 
CalCOFI1501NH,ET,2015-01-15 19:17:00,2015-01-15,2015,1,15,32.96167,-117.30633,G,7.0,CL,0.0,345.0,7.0,3.0,2.0,True,True,True,ER,Gray Whale,Eschrichtius robustus,large_whale,1.0,1.0,2.0,,1,2,True,False,20.0,5.0,"accum. Zaca count near shore (within 50 miles), ended sightings on station 93 26.7, no buoys deployed"
CalCOFI1501NH,ET,2015-01-28 23:29:00,2015-01-28,2015,1,28,33.384,-124.31983,G,7.0,PC,70.0,30.0,11.0,3.0,3.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,575.0,510.0,650.0,6.0,"1, 2, 5, 8",3,True,False,333.0,94.0,"end on station 77 100 from line 80 100.  non-standard offshore transect.  2 buoys deployed, array onboard. End of day"
CalCOFI1501NH,ET,2015-02-07 00:06:00,2015-02-07,2015,2,38,34.56433,-120.86633,P,6.0,PC,60.0,150.0,19.0,5.0,6.0,True,True,True,ZACA,Cuvier's Beaked Whale,Ziphius cavirostris,large_whale,1.0,1.0,1.0,0.0,,,True,False,134.0,,Accumulative zaca count near shore.  End of day.  No array all day.
CalCOFI1504NH,ET,2015-04-15 00:11:00,2015-04-15,2015,4,105,34.1725,-119.505,P,5.0,HZ,10.0,310.0,12.0,4.0,5.0,True,True,True,ZACA,Cuvier's Beaked Whale,Ziphius cavirostris,large_whale,134.0,134.0,134.0,0.0,,,True,True,350.0,,"cumulative ZACA count near shore within 50 miles, arrived at station 83 42, 2 bouys deployed"
CalCOFI1504NH,ET,2015-04-15 15:22:00,2015-04-15,2015,4,105,34.4,-119.8,G,7.0,CL,0.0,255.0,5.0,2.0,4.0,True,True,True,ZACA,Cuvier's Beaked Whale,Ziphius cavirostris,large_whale,3.0,3.0,3.0,0.0,,,True,False,314.0,,"cumulative ZACA count within 50 miles of shore, on SCCOOS 81.7 43.8 from line 83, no bouys"
CalCOFI1504NH,ET,2015-04-15 17:16:00,2015-04-15,2015,4,105,34.27,-120.02,,,,,,,,,True,True,True,ZACA,Cuvier's Beaked Whale,Ziphius cavirostris,large_whale,1.0,1.0,1.0,0.0,,,True,False,230.0,,"ARRIVED  at 82.47 cumulative ZACA count within 50 miles of shore, no bouys"
CalCOFI1511OC,ET,2015-11-08 22:54:00,2015-11-08,2015,11,312,33.87866,-120.13489,F,6.0,CL,20.0,313.0,17.0,4.0,4.0,True,True,True,ZACA,Cuvier's Beaked Whale,Ziphius cavirostris,large_whale,1.0,1.0,1.0,0.0,,,True,False,115.0,,Cumulative ZACA count within 50 miles of shore. End on station 83/51. No buoys (MPA).
CalCOFI0602JD,OB,2006-02-22 22:48:00,2006-02-22,2006,2,53,36.51883333,-121.9948333,,,,,,,,,True,True,False,LO,Pacific White-sided Dolphin,Lagenorhynchus obliquidens,dolphin,4.0,,,0.0,5,,True,False,351.0,348.0,
CalCOFI0607NH,OB,2006-07-10 00:51:00,2006-07-10,2006,7,191,32.13418,-118.967,,,,,,,,,True,True,True,ZACA,Cuvier's Beaked Whale,Ziphius cavirostris,large_whale,1.0,,,0.0,2,,True,True,244.0,244.0,
CalCOFI0911NH,OB,2009-11-17 15:30:00,2009-11-17,2009,11,321,33.44162,-121.03896,F,1.0,CL,0.0,,,3.0,6.0,True,True,True,BP,Fin Whale,Balaenoptera physalus,large_whale,2.0,,,,1,2,True,True,60.0,12.0,
CalCOFI1001NH,OB,2010-01-27 19:37:51,2010-01-27,2010,1,27,34.31828,-119.6988,,,,,,,,,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,1.0,1.0,2.0,0.0,,3,True,False,305.8892,180.0,
CalCOFI1008NH,OB,2010-08-16 23:14:00,2010-08-16,2010,8,228,33.61639,-119.52785,G,1.0,CL,0.0,,,3.0,4.0,True,True,False,DSP,Delphinus sp.,Delphinus sp.,dolphin,420.0,,,,,2,True,False,118.0,77.0,
CalCOFI1108NH,OB,2011-08-11 21:01:00,2011-08-11,2011,8,223,34.433,-122.24517,,,,,,,,,True,True,True,BP,Fin Whale,Balaenoptera physalus,large_whale,1.0,1.0,1.0,0.0,1,2,True,True,63.0,4.0,KW back on obs.
CalCOFI1210NH,OB,2012-10-20 23:34:00,2012-10-20,2012,10,294,32.35806,-118.52026,F,5.0,OV,80.0,271.0,11.0,3.0,3.0,True,True,False,UD,Unidentified Dolphin,,dolphin,35.0,23.0,50.0,,2,1,True,True,253.0,187.0,Both observers back on.
CalCOFI1301SH,OB,2013-01-15 16:55:00,2013-01-15,2013,1,15,31.4305,-121.9755,G,7.0,CL,0.0,28.0,12.0,3.0,5.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,160.0,145.0,180.0,,1,1,True,True,60.0,38.0,2 OBSERVERS ON.
CalCOFI1301SH,OB,2013-01-16 16:47:00,2013-01-16,2013,1,16,32.71117,-119.42583,G,7.0,CL,0.0,344.0,5.0,3.0,4.0,True,True,False,UNID_CETAC,Unidentified Cetacean,,cetacean_unid,1.0,1.0,1.0,,0,2,True,True,65.0,106.0,SIZE OF PILOT WHALE/ORCE/BEAKED WHALE. SAW ONE BLOW. 2 OBSERVERS ON.
CalCOFI1301SH,OB,2013-01-22 18:19:00,2013-01-22,2013,1,22,34.29467,-120.081,G,6.0,OV,67.0,263.0,5.0,2.0,2.0,True,True,False,GG,Risso's Dolphin,Grampus griseus,dolphin,8.0,8.0,9.0,0.0,1,3,True,False,280.0,283.0,2 OBSERVERS ON. 
CalCOFI1304SH,OB,2013-04-10 15:59:00,2013-04-10,2013,4,100,33.63983,-119.0255,G,7.0,CL,0.0,350.0,8.0,2.0,4.0,True,True,False,UD,Unidentified Dolphin,,dolphin,118.0,110.0,130.0,,2,1,True,True,238.0,164.0,Two observers on.
CalCOFI1304SH,OB,2013-04-19 00:02:00,2013-04-19,2013,4,109,32.47033,-123.0785,P,6.0,CL,60.0,350.0,20.0,5.0,8.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,6.0,5.0,7.0,0.0,2,3,True,True,60.0,,Line 83.
CalCOFI1304SH,OB,2013-04-23 21:41:00,2013-04-23,2013,4,113,35.19217,-121.069,G,7.0,HZ,15.0,240.0,5.0,2.0,3.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,1.0,1.0,1.0,0.0,1,2,True,False,285.0,230.0,
CalCOFI1304SH,OB,2013-04-27 18:28:00,2013-04-27,2013,4,117,36.80583,-122.1015,G,6.0,OV,100.0,305.0,10.0,3.0,3.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,2.0,1.0,2.0,0.0,1,2,True,False,310.0,345.0,Observer back on.
CalCOFI1307NH,OB,2013-07-11 20:39:00,2013-07-11,2013,7,192,32.432,-119.9506667,P,7.0,OV,95.0,335.0,16.0,4.0,3.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,42.0,40.0,60.0,,2,1,True,True,60.0,0.0,no calves seen; 2 observers back on
CalCOFI1307NH,OB,2013-07-13 00:54:00,2013-07-13,2013,7,194,32.3255,-121.7646667,P,7.0,OV,100.0,320.0,17.0,5.0,4.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,1.0,0.0,,2,True,True,241.0,303.0,most like blue whale from tall blow; 2 observers back on
CalCOFI1307NH,OB,2013-07-18 14:31:00,2013-07-18,2013,7,199,34.084,-122.9168333,P,6.0,OV,100.0,345.0,21.0,5.0,5.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,1.0,1.0,1.0,0.0,,1,True,True,63.0,345.0,2 observers back on; maybe humpback splashing
CalCOFI1404OS,OB,2014-04-07 15:44:00,2014-04-07,2014,4,97,33.2675,-118.19367,E,6.0,HZ,30.0,0.0,0.0,1.0,1.0,True,True,True,ULW,Unidentified Large Whale,,large_whale,2.0,1.0,2.0,,1,2,True,True,54.0,105.0,Two observers on
CalCOFI1501NH,OB,2015-01-17 16:02:00,2015-01-17,2015,1,17,31.867,-119.53017,F,6.0,PC,80.0,290.0,3.0,2.0,5.0,True,True,False,DSP,Delphinus sp.,Delphinus sp.,dolphin,1.0,1.0,3.0,0.0,"2, 8",1,True,True,240.0,200.0,observer back
CalCOFI1501NH,OB,2015-01-26 21:53:00,2015-01-26,2015,1,26,34.25,-119.35267,G,6.0,HZ,90.0,210.0,2.0,1.0,1.0,True,True,False,TT,Bottlenose Dolphin,Tursiops truncatus,dolphin,1.0,1.0,1.0,0.0,1,3,True,False,290.0,260.0,
CalCOFI1511OC,OB,2015-11-08 16:10:00,2015-11-08,2015,11,312,34.92713,-120.76475,F,6.0,CL,5.0,107.0,11.0,3.0,4.0,True,True,False,LO,Pacific White-sided Dolphin,Lagenorhynchus obliquidens,dolphin,25.0,18.0,35.0,,4,3,True,False,170.0,200.0,Two observers back on.
CalCOFI1511OC,OB,2015-11-11 23:54:00,2015-11-11,2015,11,315,32.98415,-120.35959,F,6.0,CL,0.0,15.0,14.0,4.0,5.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,160.0,140.0,170.0,,2,1,True,True,60.0,65.0,Two observers back on. Picture frame 121 with 2 remoras on it.
CalCOFI1108NH,OC,2011-08-03 18:41:00,2011-08-03,2011,8,215,33.83983,-118.57333,,,,,,,,,True,True,False,DSP,Delphinus sp.,Delphinus sp.,dolphin,14.0,10.0,20.0,,2,1,True,True,252.0,170.0,
CalCOFI1108NH,OO,2011-08-13 01:02:00,2011-08-13,2011,8,225,34.30417,-120.55917,,,,,,,,,True,True,True,ZACA,Cuvier's Beaked Whale,Ziphius cavirostris,large_whale,7.0,7.0,7.0,0.0,,,True,False,106.0,,Cumulative inshore ZACA count. Breaking cumulative count into 2 hour blocks for transit back to San Diego.
CalCOFI1301SH,OO,2013-01-18 18:32:00,2013-01-18,2013,1,18,33.16567,-119.98583,E,7.0,HZ,6.0,270.0,3.0,1.0,2.0,True,True,True,OO,Killer Whale (Orca),Orcinus orca,large_whale,5.0,4.0,5.0,,,3,True,True,240.0,122.0,"2 LARGE MALES, 3 FEMALE-TYPES. "
CalCOFI1304SH,OO,2013-04-11 20:28:00,2013-04-11,2013,4,101,31.56033,-120.23117,P,6.0,HZ,10.0,280.0,26.0,5.0,8.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,23.0,15.0,35.0,2.0,1,3,True,True,200.0,331.0,"Change course, one observer on, array retrieval. "
CalCOFI1304SH,OO,2013-04-30 01:07:00,2013-04-30,2013,4,120,37.29589,-122.61814,P,6.0,CL,7.0,310.0,22.0,5.0,6.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,2.0,2.0,2.0,1.0,1,1,True,False,5.0,335.0,One observer on.
CalCOFI1404OS,OO,2014-04-04 01:09:00,2014-04-04,2014,4,94,30.9825,-121.31667,G,7.0,PC,60.0,265.0,14.0,3.0,5.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,19.0,15.0,24.0,0.0,8,1,True,True,235.0,190.0,
CalCOFI1301SH,P,2013-01-17 22:14:00,2013-01-17,2013,1,17,33.785,-118.4865,G,6.0,HZ,15.0,280.0,4.0,1.0,2.0,True,True,True,BP,Fin Whale,Balaenoptera physalus,large_whale,1.0,1.0,1.0,0.0,1,3,True,False,20.0,270.0,POSITION CHANGE. 
CalCOFI1304SH,P,2013-04-06 23:13:00,2013-04-06,2013,4,96,32.6285,-117.23533,F,6.0,PC,47.0,310.0,14.0,3.0,5.0,True,True,False,TT,Bottlenose Dolphin,Tursiops truncatus,dolphin,5.0,4.0,6.0,0.0,,1,True,False,280.0,170.0,off transect line
CalCOFI1304SH,P,2013-04-11 20:28:00,2013-04-11,2013,4,101,31.56033,-120.23117,P,6.0,HZ,10.0,280.0,26.0,5.0,8.0,True,True,False,DD,Common Dolphin,Delphinus delphis,dolphin,23.0,15.0,35.0,2.0,1,3,True,True,200.0,331.0,"Change course, one observer on, array retrieval. "
CalCOFI1307NH,P,2013-07-19 15:25:00,2013-07-19,2013,7,200,34.56983333,-120.7076667,P,3.0,HF,100.0,330.0,16.0,4.0,4.0,True,True,True,ZACA,Cuvier's Beaked Whale,Ziphius cavirostris,large_whale,13.0,13.0,13.0,0.0,,,True,False,145.0,,"change course heading; cumulative ZACA count nearshore within 50 iles, every 2 hours; fog continues to fluctuate: vis 2-6 miles"
CalCOFI1311NH,P,2013-11-09 18:24:00,2013-11-09,2013,11,313,32.89833,-117.316,G,4.0,LF,10.0,22.0,5.0,2.0,2.0,True,True,False,DC,Long-beaked Common Dolphin,Delphinus capensis,dolphin,400.0,330.0,430.0,7.0,2,1,True,False,10.0,20.0,
CalCOFI1311NH,P,2013-11-24 22:43:00,2013-11-24,2013,11,328,34.0045,-119.29117,G,6.5,CL,0.0,230.0,6.0,2.0,1.0,True,True,False,GG,Risso's Dolphin,Grampus griseus,dolphin,27.0,24.0,31.0,0.0,2,3,True,False,150.0,150.0,"Sighting was on effort sighting, but should  be off effort immediately after sighting to turn and focus on group for 16 min."
CalCOFI1311NH,P,2013-11-24 22:59:00,2013-11-24,2013,11,328,33.96883,-119.2705,G,6.5,CL,0.0,230.0,6.0,2.0,1.0,True,True,False,GG,Risso's Dolphin,Grampus griseus,dolphin,27.0,24.0,31.0,0.0,2,3,True,False,150.0,120.0,
CalCOFI1501NH,P,2015-01-26 16:46:00,2015-01-26,2015,1,26,34.0155,-119.4935,G,7.0,OV,90.0,60.0,4.0,2.0,1.0,True,True,True,ER,Gray Whale,Eschrichtius robustus,large_whale,2.0,2.0,2.0,0.0,"1, 34",2,True,True,45.0,345.0,ship position changed. 
CalCOFI1507OC,P,2015-07-22 15:00:00,2015-07-22,2015,7,203,34.018,-120.48683,G,7.0,OV,100.0,30.0,8.0,3.0,2.0,True,True,True,BM,Blue Whale,Balaenoptera musculus,large_whale,2.0,2.0,3.0,,1,2,True,False,120.0,185.0,Note ship turn. 
CalCOFI1511OC,P,2015-11-05 16:46:00,2015-11-05,2015,11,309,34.38783,-120.71,G,6.0,CL,0.0,260.0,8.0,3.0,3.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,1.0,1.0,1.0,0.0,1,2,True,True,185.0,250.0,Ship heading changing to go around other ship.
CalCOFI1511OC,P,2015-11-08 21:07:00,2015-11-08,2015,11,312,34.03447,-120.50021,F,6.0,CL,20.0,318.0,18.0,4.0,4.0,True,True,True,MN,Humpback Whale,Megaptera novaeangliae,large_whale,2.0,2.0,2.0,0.0,,2,True,False,138.0,100.0,Course/heading change.
CalCOFI0501NH,PINN,2005-01-13 01:06:00,2005-01-13,2005,1,13,32.01917,-122.42633,F,6.0,OV,90.0,,,4.0,6.0,True,True,True,ZACA,Cuvier's Beaked Whale,Ziphius cavirostris,large_whale,1.0,,,0.0,1,,True,False,235.0,280.0,
CalCOFI0501NH,PINN,2005-01-15 21:24:00,2005-01-15,2005,1,15,34.39267,-119.78317,,,,,,,,,True,True,True,ZACA,Cuvier's Beaked Whale,Ziphius cavirostris,large_whale,1.0,,,0.0,1,,True,False,313.0,223.0,"**changed May 1 2008 to ""on Effort"" for database--ABD**"
CalCOFI0501NH,PINN,2005-01-18 16:45:00,2005-01-18,2005,1,18,34.6085,-121.79917,,,,,,,,,True,True,True,ZACA,Cuvier's Beaked Whale,Ziphius cavirostris,large_whale,1.0,,,0.0,1,,True,True,62.0,74.0,
CalCOFI0501NH,PINN,2005-01-18 17:13:00,2005-01-18,2005,1,18,34.65867,-121.69283,,,,,,,,,True,True,True,ZACA,Cuvier's Beaked Whale,Ziphius cavirostris,large_whale,1.0,,,0.0,1,,True,True,62.0,2.0,
